Starting
Starting
Stepper Pin:14
1073494564
1073494228
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1969) wifi:Association refused temporarily, comeback time 299 mSec
E (2276) wifi:Association refused temporarily, comeback time 299 mSec
.E (2580) wifi:Association refused temporarily, comeback time 299 mSec
E (2884) wifi:Association refused temporarily, comeback time 299 mSec
E (3188) wifi:Association refused temporarily, comeback time 299 mSec
.E (3494) wifi:Association refused temporarily, comeback time 299 mSec
E (3798) wifi:Association refused temporarily, comeback time 299 mSec
E (4102) wifi:Association refused temporarily, comeback time 299 mSec
.E (4406) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -2424
HARD MAXIMUM LIMIT: 1183

TOTAL HARD RANGE: 
3607

targetPosition
-2424
Creating move ---------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
targetPosition
1183
Creating move ---------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-2424,49000,41295
-2424,49000,41317
-2424,49000,41318
-2423,49000,41328
-2423,49000,41328
-2423,49000,41329
-2423,49000,41329
-2423,49000,41329
-2423,49000,41330
-2423,49000,41330
-2423,49000,41330
-2422,49000,41341
-2422,49000,41341
-2422,49000,41341
-2422,49000,41341
-2422,49000,41342
-2422,49000,41342
-2422,49000,41342
-2422,49000,41343
-2422,49000,41353
-2422,49000,41353
-2422,49000,41354
-2422,49000,41354
-2422,49000,41354
-2422,49000,41354
-2422,49000,41355
-2422,49000,41355
-2421,49000,41365
-2421,49000,41366
-2421,49000,41366
-2421,49000,41366
-2421,49000,41367
-2421,49000,41367
-2421,49000,41367
-2421,49000,41367
-2421,49000,41378
-2421,49000,41378
-2421,49000,41378
-2421,49000,41379
-2421,49000,41379
-2421,49000,41379
-2421,49000,41380
-2420,49000,41380
-2420,49000,41390
-2420,49000,41391
-2420,49000,41391
-2420,49000,41391
-2420,49000,41391
-2420,49000,41392
-2420,49000,41392
-2420,49000,41392
-2419,49000,41403
-2419,49000,41403
-2419,49000,41403
-2419,49000,41404
-2419,49000,41404
-2419,49000,41404
-2419,49000,41404
-2419,49000,41405
-2419,58000,41415
-2419,60000,41416
-2419,60000,41416
-2419,60000,41416
-2419,60000,41416
-2419,61000,41417
-2419,61000,41417
-2419,61000,41417
-2418,75000,41428
-2418,75000,41428
-2418,75000,41428
-2418,75000,41428
-2418,76000,41429
-2418,76000,41429
-2418,76000,41429
-2418,78000,41430
-2418,92000,41440
-2418,92000,41440
-2418,93000,41441
-2417,93000,41441
-2417,93000,41441
-2417,93000,41441
-2417,95000,41442
-2417,95000,41442
-2417,112000,41453
-2417,112000,41453
-2417,112000,41453
-2417,112000,41453
-2417,114000,41454
-2417,114000,41454
-2417,114000,41454
-2416,133000,41465
-2416,133000,41465
-2416,133000,41465
-2416,134999,41466
-2416,134999,41466
-2416,134999,41466
-2416,134999,41466
-2416,137000,41467
-2415,155000,41477
-2415,155000,41477
