Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1811) wifi:Association refused temporarily, comeback time 299 mSec
E (2119) wifi:Association refused temporarily, comeback time 299 mSec
.E (2424) wifi:Association refused temporarily, comeback time 299 mSec
E (2728) wifi:Association refused temporarily, comeback time 299 mSec
E (3036) wifi:Association refused temporarily, comeback time 299 mSec
.E (3341) wifi:Association refused temporarily, comeback time 299 mSec
E (3646) wifi:Association refused temporarily, comeback time 299 mSec
E (3953) wifi:Association refused temporarily, comeback time 299 mSec
..Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 32
HARD MAXIMUM LIMIT: -3598

TOTAL HARD RANGE: 
3630

clampedPosition: -3598
duration: 2000
47142,49142,32,-3598,0,500000,0
47142,49142,32,-3598,0,500000,0
47143,49142,32,-3598,0,500000,0
47143,49142,28,-3598,0,500000,0
47154,49142,27,-3598,0,500000,0
47154,49142,27,-3598,0,500000,0
47155,49142,27,-3598,0,500000,0
47155,49142,27,-3598,0,500000,0
47166,49142,21,-3598,2,2000,0
47166,49142,21,-3598,2,2000,0
47167,49142,21,-3598,2,2000,0
47167,49142,21,-3598,2,2000,0
47178,49142,15,-3598,5,5000,0
47178,49142,15,-3598,5,5000,0
47178,49142,15,-3598,5,5000,0
47179,49142,15,-3598,6,6000,0
47179,49142,15,-3598,6,6000,0
47190,49142,10,-3598,10,10000,0
47190,49142,10,-3598,10,10000,0
47191,49142,10,-3598,10,10000,0
47191,49142,10,-3598,10,10000,0
47202,49142,10,-3598,16,16000,0
47202,49142,10,-3598,16,16000,0
47203,49142,10,-3598,16,16000,0
47203,49142,10,-3598,16,16000,0
47214,49142,10,-3598,23,23000,0
47214,49142,10,-3598,23,23000,0
47214,49142,10,-3598,23,23000,0
47215,49142,10,-3598,23,23000,0
47225,49142,10,-3598,30,30000,0
47226,49142,10,-3598,31,31000,0
47226,49142,10,-3598,31,31000,0
47227,49142,10,-3598,32,32000,0
47227,49142,10,-3598,32,32000,0
47238,49142,10,-3598,40,40000,0
47238,49142,10,-3598,40,40000,0
47239,49142,10,-3598,41,41000,0
47239,49142,10,-3598,41,41000,0
47250,49142,10,-3598,51,51000,0
47250,49142,10,-3598,51,51000,0
47250,49142,10,-3598,51,51000,0
47251,49142,10,-3598,52,52000,0
47262,49142,10,-3598,63,63000,0
47262,49142,10,-3598,63,63000,0
47262,49142,10,-3598,63,63000,0
