Starting
Starting
Stepper Pin:14
1073494640
1073494304
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1827) wifi:Association refused temporarily, comeback time 299 mSec
E (2139) wifi:Association refused temporarily, comeback time 299 mSec
.E (2444) wifi:Association refused temporarily, comeback time 299 mSec
E (2750) wifi:Association refused temporarily, comeback time 299 mSec
E (3057) wifi:Association refused temporarily, comeback time 299 mSec
.E (3366) wifi:Association refused temporarily, comeback time 299 mSec
E (3672) wifi:Association refused temporarily, comeback time 299 mSec
E (3980) wifi:Association refused temporarily, comeback time 299 mSec
.E (4288) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -186
HARD MAXIMUM LIMIT: 3439

TOTAL HARD RANGE: 
3625

^,0.00,-186,20000,20000,0,50088
^,0.00,-185,20000,20000,0,50090
^,0.00,-185,20000,20000,0,50092
^,0.00,-185,20000,20000,0,50094
^,0.00,-185,20000,20000,0,50096
^,0.00,-185,20000,20000,0,50099
^,0.00,-185,20000,20000,0,50101
^,0.00,-185,20000,20000,0,50103
^,0.00,-185,20000,20000,0,50105
^,0.00,-185,20000,20000,0,50107
^,0.00,-185,20000,20000,0,50109
^,0.00,-185,20000,20000,0,50111
^,0.01,-185,20000,20000,0,50113
^,0.01,-185,20000,20000,0,50116
^,0.01,-185,20000,20000,0,50118
^,0.01,-185,20000,20000,0,50131
^,0.01,-185,20000,20000,0,50133
^,0.01,-185,20000,20000,0,50135
^,0.01,-185,20000,20000,0,50137
^,0.01,-185,20000,20000,0,50139
^,0.01,-184,20000,20000,0,50141
^,0.01,-184,20000,20000,0,50143
^,0.01,-184,20000,20000,0,50145
^,0.01,-184,20000,20000,0,50148
^,0.01,-184,20000,20000,0,50150
^,0.01,-184,20000,20000,0,50152
^,0.01,-184,20000,20000,0,50154
^,0.01,-184,20000,20000,0,50156
^,0.01,-184,20000,20000,0,50158
^,0.02,-184,20000,20000,0,50171
^,0.02,-184,20000,20000,0,50173
^,0.02,-184,20000,20000,0,50175
^,0.02,-184,20000,20000,0,50177
^,0.02,-184,20000,20000,0,50179
^,0.02,-184,20000,20000,0,50183
^,0.02,-184,20000,20000,0,50185
^,0.02,-184,20000,20000,0,50187
^,0.02,-184,20000,20000,0,50189
^,0.02,-183,20000,20000,0,50191
^,0.02,-183,20000,20000,0,50193
^,0.02,-183,20000,20000,0,50195
^,0.02,-183,20000,20000,0,50198
^,0.02,-183,20000,20000,0,50200
^,0.02,-183,20000,20000,0,50202
^,0.02,-183,20000,20000,0,50204
^,0.02,-183,20000,20000,0,50216
^,0.03,-183,20000,20000,0,50219
^,0.03,-183,20000,20000,0,50221
^,0.03,-183,20000,20000,0,50223
^,0.03,-183,20000,20000,0,50225
^,0.03,-183,20000,20000,0,50227
^,0.03,-183,20000,20000,0,50229
^,0.03,-183,20000,20000,0,50231
^,0.03,-183,20000,20000,0,50234
^,0.03,-183,20000,20000,0,50236
^,0.03,-183,20000,20000,0,50238
^,0.03,-182,20000,20000,0,50240
^,0.03,-182,20000,20000,0,50242
^,0.03,-182,20000,20000,0,50244
^,0.03,-182,20000,20000,0,50256
^,0.03,-182,20000,20000,0,50259
^,0.03,-182,20000,20000,0,50261
^,0.04,-182,20000,20000,0,50263
^,0.04,-182,20000,20000,0,50265
^,0.04,-182,20000,20000,0,50267
^,0.04,-182,20000,20000,0,50269
^,0.04,-182,20000,20000,0,50271
^,0.04,-182,20000,20000,0,50273
^,0.04,-182,20000,20000,0,50275
^,0.04,-182,20000,20000,0,50277
^,0.04,-182,20000,20000,0,50279
^,0.04,-182,20000,20000,0,50281
^,0.04,-182,20000,20000,0,50283
^,0.04,-181,20000,20000,0,50296
^,0.04,-181,20000,20000,0,50298
^,0.04,-181,20000,20000,0,50300
^,0.04,-181,20000,20000,0,50302
^,0.04,-181,20000,20000,0,50304
^,0.04,-181,20000,20000,0,50306
^,0.04,-181,20000,20000,0,50308
^,0.04,-181,20000,20000,0,50310
^,0.04,-181,20000,20000,0,50312
^,0.05,-181,20000,20000,0,50314
^,0.05,-181,20000,20000,0,50316
^,0.05,-181,20000,21000,0,50318
^,0.05,-181,20000,21000,0,50320
^,0.05,-181,20000,23000,0,50332
^,0.05,-181,20000,24000,0,50334
^,0.05,-181,20000,24000,0,50336
^,0.05,-181,20000,25000,0,50338
^,0.05,-180,20000,25000,0,50340
^,0.05,-180,20000,25000,0,50342
^,0.05,-180,20000,26000,0,50344
^,0.05,-180,20000,26000,0,50346
^,0.05,-180,20000,27000,0,50348
^,0.05,-180,20000,27000,0,50350
^,0.05,-180,20000,27000,0,50352
^,0.05,-180,20000,28000,0,50354
^,0.05,-180,20000,28000,0,50366
^,0.06,-180,20000,31000,0,50368
^,0.06,-180,20000,31000,0,50370
^,0.06,-180,20000,32000,0,50372
^,0.06,-180,20000,32000,0,50374
^,0.06,-180,20000,33000,0,50376
^,0.06,-180,20000,33000,0,50378
^,0.06,-180,20000,33000,0,50380
^,0.06,-180,20000,34000,0,50382
^,0.06,-180,20000,34000,0,50384
^,0.06,-180,20000,35000,0,50386
^,0.06,-180,20000,35000,0,50388
^,0.06,-179,20000,36000,0,50390
^,0.06,-179,20000,37000,0,50394
^,0.06,-179,20000,37000,0,50396
^,0.06,-179,20000,38000,0,50398
^,0.06,-179,20000,41000,0,50410
^,0.06,-179,20000,41000,0,50412
^,0.07,-179,20000,42000,0,50415
^,0.07,-179,20000,42000,0,50417
^,0.07,-179,20000,43000,0,50419
^,0.07,-179,20000,43000,0,50421
^,0.07,-179,20000,44000,0,50423
^,0.07,-179,20000,44000,0,50425
^,0.07,-178,20000,45000,0,50427
^,0.07,-178,20000,46000,0,50429
^,0.07,-178,20000,47000,0,50433
^,0.07,-178,20000,47000,0,50435
^,0.07,-178,20000,48000,0,50437
^,0.07,-178,20000,48000,0,50439
^,0.07,-178,20000,49000,0,50441
^,0.07,-178,20000,49000,0,50443
^,0.07,-178,20000,50000,0,50455
^,0.07,-177,20000,54000,0,50458
^,0.07,-177,20000,54000,0,50460
^,0.07,-177,20000,55000,0,50462
