Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 1821
HARD MAXIMUM LIMIT: -1804

TOTAL HARD RANGE: 
3625

clampedPosition: -1804
duration: 2000
52076,54076,1821,-1804,18,18000,0
52077,54076,1821,-1804,18,18000,0
52077,54076,1821,-1804,18,18000,0
52078,54076,1820,-1804,18,18000,0
52088,54076,1820,-1804,18,18000,0
52089,54076,1820,-1804,18,18000,0
52089,54076,1820,-1804,18,18000,0
52100,54076,1820,-1804,18,18000,0
52100,54076,1820,-1804,18,18000,0
52101,54076,1820,-1804,18,18000,0
52101,54076,1820,-1804,18,18000,0
52112,54076,1820,-1804,18,18000,0
52112,54076,1820,-1804,18,18000,0
52113,54076,1820,-1804,18,18000,0
52113,54076,1820,-1804,18,18000,0
52124,54076,1820,-1804,18,18000,0
52124,54076,1820,-1804,18,18000,0
52124,54076,1820,-1804,18,18000,0
52125,54076,1820,-1804,18,18000,0
52135,54076,1819,-1804,18,18000,0
52136,54076,1819,-1804,18,18000,0
52136,54076,1819,-1804,18,18000,0
52137,54076,1819,-1804,18,18000,0
52147,54076,1819,-1804,22,22000,0
52148,54076,1819,-1804,23,23000,0
52148,54076,1819,-1804,23,23000,0
52149,54076,1819,-1804,23,23000,0
52159,54076,1819,-1804,30,30000,0
52160,54076,1819,-1804,31,31000,0
52160,54076,1819,-1804,31,31000,0
52160,54076,1819,-1804,31,31000,0
52171,54076,1819,-1804,40,40000,0
52171,54076,1819,-1804,40,40000,0
52172,54076,1819,-1804,40,40000,0
52172,54076,1819,-1804,40,40000,0
52183,54076,1819,-1804,50,50000,0
52183,54076,1819,-1804,50,50000,0
52184,54076,1819,-1804,51,51000,0
52184,54076,1818,-1804,51,51000,0
52195,54076,1818,-1804,62,62000,0
52195,54076,1818,-1804,62,62000,0
52196,54076,1818,-1804,63,63000,0
52196,54076,1818,-1804,63,63000,0
52207,54076,1818,-1804,75,75000,0
52207,54076,1818,-1804,75,75000,0
52207,54076,1818,-1804,75,75000,0
52218,54076,1818,-1804,88,88000,0
52218,54076,1818,-1804,88,88000,0
52219,54076,1818,-1804,89,89000,0
52219,54076,1818,-1804,89,89000,0
52230,54076,1817,-1804,103,103000,0
52230,54076,1817,-1804,103,103000,0
52231,54076,1817,-1804,105,105000,0
52231,54076,1817,-1804,105,105000,0
52242,54076,1816,-1804,120,120000,0
52242,54076,1816,-1804,120,120000,0
52243,54076,1816,-1804,121,121000,0
52243,54076,1816,-1804,121,121000,0
52254,54076,1816,-1804,138,138000,0
52254,54076,1816,-1804,138,138000,0
52254,54076,1816,-1804,138,138000,0
52265,54076,1814,-1804,155,155000,0
52265,54076,1814,-1804,155,155000,0
52266,54076,1814,-1804,156,156000,0
52266,54076,1814,-1804,156,156000,0
52277,54076,1813,-1804,174,174000,0
52277,54076,1813,-1804,174,174000,0
52278,54076,1813,-1804,176,176000,0
52288,54076,1812,-1804,193,192999,0
52289,54076,1812,-1804,195,195001,0
52289,54076,1812,-1804,195,195001,0
52290,54076,1811,-1804,197,197001,0
52300,54076,1810,-1804,215,214999,0
52301,54076,1810,-1804,217,216999,0
52301,54076,1810,-1804,217,216999,0
52301,54076,1810,-1804,217,216999,0
52312,54076,1808,-1804,237,236998,0
52313,54076,1808,-1804,239,238999,0
52313,54076,1808,-1804,239,238999,0
52324,54076,1806,-1804,261,260999,0
52324,54076,1805,-1804,261,260999,0
52324,54076,1805,-1804,261,260999,0
52325,54076,1805,-1804,263,262998,0
52335,54076,1803,-1804,283,283001,0
52336,54076,1803,-1804,285,285002,0
52336,54076,1803,-1804,285,285002,0
52337,54076,1803,-1804,287,287001,0
52348,54076,1800,-1804,311,311000,0
52348,54076,1800,-1804,311,311000,0
52348,54076,1800,-1804,311,311000,0
52349,54076,1797,-1804,313,313001,0
52360,54076,1797,-1804,337,336998,0
52360,54076,1797,-1804,337,336998,0
52361,54076,1797,-1804,339,338997,0
52371,54076,1794,-1804,362,361999,0
52372,54076,1793,-1804,364,364000,0
52372,54076,1793,-1804,364,364000,0
52373,54076,1793,-1804,366,365999,0
52383,54076,1790,-1804,389,389001,0
52384,54076,1790,-1804,392,392003,0
52384,54076,1789,-1804,392,392003,0
52385,54076,1786,-1804,394,394001,0
52395,54076,1786,-1804,418,417995,0
52396,54076,1786,-1804,420,420003,0
52396,54076,1785,-1804,420,420003,0
52407,54076,1782,-1804,447,447002,0
52407,54076,1781,-1804,447,447002,0
52408,54076,1781,-1804,449,448997,0
52408,54076,1781,-1804,449,448997,0
52419,54076,1777,-1804,477,477000,0
