Starting
Starting
Stepper Pin:14
1073494628
1073494292
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -21
HARD MAXIMUM LIMIT: 3603

TOTAL HARD RANGE: 
3624

strokeBaseSpeed
1983
OSSM Connected
X:OSSM
X:APP
X:OSSM
M9999D2000T1E2
targetPosition
3603
Creating move ---------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-21,49,3603,46794
-20,49,3603,46795
-20,49,3603,46797
-20,49,3603,46799
-20,49,3603,46801
-20,49,3603,46803
-20,49,3603,46805
-20,49,3603,46807
-20,49,3603,46809
-20,49,3603,46811
-20,49,3603,46813
-20,49,3603,46815
-19,49,3603,46817
-19,49,3603,46819
-19,49,3603,46821
-19,49,3603,46823
-19,49,3603,46825
-19,49,3603,46827
-19,49,3603,46829
-19,49,3603,46831
-19,49,3603,46833
-19,49,3603,46835
-18,49,3603,46837
-18,49,3603,46839
-18,49,3603,46841
-18,49,3603,46843
-18,49,3603,46845
-18,49,3603,46847
-18,49,3603,46849
-18,49,3603,46851
-18,49,3603,46853
-18,49,3603,46855
-17,49,3603,46857
-17,49,3603,46859
-17,49,3603,46861
-17,49,3603,46863
-17,49,3603,46865
-17,49,3603,46867
-17,49,3603,46869
-17,49,3603,46871
-17,49,3603,46873
-17,49,3603,46875
-16,49,3603,46877
-16,49,3603,46879
-16,49,3603,46881
-16,49,3603,46883
-16,50,3603,46885
-16,52,3603,46887
-16,55,3603,46889
-16,57,3603,46891
-16,59,3603,46893
-16,62,3603,46895
-15,64,3603,46897
-15,67,3603,46899
-15,69,3603,46901
-15,72,3603,46903
-15,75,3603,46905
-15,77,3603,46907
-15,80,3603,46909
-15,83,3603,46911
-15,86,3603,46913
-15,89,3603,46915
-15,92,3603,46917
-14,95,3603,46919
-14,98,3603,46921
-14,101,3603,46923
-14,104,3603,46925
-14,107,3603,46927
-14,110,3603,46929
-14,114,3603,46931
-14,117,3603,46933
-13,120,3603,46935
-13,124,3603,46937
-13,127,3603,46939
-13,131,3603,46941
-13,134,3603,46943
-13,138,3603,46945
-12,142,3603,46947
-12,145,3603,46949
-12,149,3603,46951
-12,153,3603,46953
-12,157,3603,46955
-11,161,3603,46957
-11,165,3603,46959
-11,169,3603,46961
-11,173,3603,46963
-11,177,3603,46965
-10,181,3603,46967
-10,185,3603,46969
-10,189,3603,46971
-9,194,3603,46973
-9,198,3603,46975
-9,202,3603,46977
-9,207,3603,46979
-8,211,3603,46981
-8,216,3603,46983
-8,220,3603,46985
-7,225,3603,46987
-7,229,3603,46989
-7,234,3603,46991
-6,239,3603,46993
-6,244,3603,46995
-6,248,3603,46997
-5,253,3603,46999
-5,258,3603,47001
-4,263,3603,47003
-4,268,3603,47005
-4,273,3603,47007
-3,278,3603,47009
-3,284,3603,47011
-2,289,3603,47013
-2,294,3603,47015
-1,299,3603,47017
-1,305,3603,47019
0,310,3603,47021
0,315,3603,47023
1,321,3603,47025
1,326,3603,47027
2,332,3603,47029
2,338,3603,47031
3,343,3603,47033
3,349,3603,47035
4,355,3603,47037
4,360,3603,47039
5,366,3603,47041
6,372,3603,47043
6,378,3603,47045
7,384,3603,47047
7,390,3603,47049
8,396,3603,47051
9,402,3603,47053
9,408,3603,47055
10,415,3603,47057
11,421,3603,47059
11,427,3603,47061
12,433,3603,47063
13,440,3603,47065
14,446,3603,47067
14,453,3603,47069
15,459,3603,47071
16,466,3603,47073
