Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 42
HARD MAXIMUM LIMIT: -3585

TOTAL HARD RANGE: 
3627

clampedPosition: 42
duration: 0
77864,77864,42,42,15000,14995314,0,1
77864,77864,42,42,15000,14995314,0,1
clampedPosition: -3585
duration: 1000
97318,98318,42,-3585,72,72000,0,1
97319,98318,42,-3585,72,72000,0,1
97319,98318,42,-3585,72,72000,0,1
97320,98318,41,-3585,72,72000,0,0
97331,98318,41,-3585,72,72000,0,0
97331,98318,41,-3585,72,72000,0,0
97331,98318,41,-3585,72,72000,0,0
97332,98318,40,-3585,72,72000,0,0
97343,98318,40,-3585,72,72000,0,0
97343,98318,40,-3585,72,72000,0,0
97344,98318,40,-3585,72,72000,0,0
97354,98318,39,-3585,72,72000,0,0
97355,98318,39,-3585,72,72000,0,0
97355,98318,39,-3585,72,72000,0,0
97356,98318,39,-3585,72,72000,0,0
97366,98318,38,-3585,82,82000,0,0
97367,98318,38,-3585,85,85000,0,0
97367,98318,38,-3585,85,85000,0,0
97368,98318,38,-3585,89,89000,0,0
97378,98318,37,-3585,128,128000,0,0
97379,98318,37,-3585,132,132000,0,0
97379,98318,37,-3585,132,132000,0,0
97380,98318,37,-3585,137,137000,0,0
97390,98318,37,-3585,184,183999,0,0
97391,98318,37,-3585,189,189000,0,0
97391,98318,37,-3585,189,189000,0,0
97392,98318,37,-3585,195,195001,0,0
97402,98318,36,-3585,251,251000,0,0
97403,98318,36,-3585,257,256999,0,0
97403,98318,36,-3585,257,256999,0,0
97404,98318,34,-3585,263,262998,0,0
97414,98318,34,-3585,327,326998,0,0
97415,98318,34,-3585,334,334001,0,0
97415,98318,34,-3585,334,334001,0,0
97426,98318,32,-3585,413,412999,0,0
97427,98318,32,-3585,421,420997,0,0
97427,98318,32,-3585,421,420997,0,0
97428,98318,32,-3585,428,428002,0,0
97438,98318,30,-3585,509,509003,0,0
97439,98318,30,-3585,517,516996,0,0
97439,98318,29,-3585,517,516996,0,0
97440,98318,26,-3585,526,526004,0,0
97450,98318,26,-3585,614,613991,0,0
97451,98318,26,-3585,624,624001,0,0
97451,98318,26,-3585,624,624001,0,0
97462,98318,21,-3585,729,728996,0,0
97462,98318,21,-3585,729,728996,0,0
97463,98318,21,-3585,739,738996,0,0
97463,98318,21,-3585,739,738996,0,0
97474,98318,15,-3585,853,853015,0,0
97474,98318,15,-3585,853,853015,0,0
97475,98318,15,-3585,864,863978,0,0
97475,98318,14,-3585,864,863978,0,0
97486,98318,8,-3585,987,986984,0,0
97486,98318,7,-3585,987,986984,0,0
97487,98318,7,-3585,998,998004,0,0
97487,98318,-1,-3585,998,998004,0,0
97498,98318,-1,-3585,1129,1128987,0,0
97499,98318,-2,-3585,1141,1140983,0,0
97499,98318,-2,-3585,1141,1140983,0,0
97510,98318,-12,-3585,1280,1280000,0,0
97510,98318,-12,-3585,1280,1280000,0,0
97511,98318,-13,-3585,1293,1293034,0,0
97511,98318,-23,-3585,1293,1293034,0,0
97522,98318,-24,-3585,1439,1438978,0,0
97522,98318,-25,-3585,1439,1438978,0,0
97523,98318,-25,-3585,1453,1452960,0,0
97534,98318,-37,-3585,1607,1607071,0,0
97534,98318,-38,-3585,1607,1607071,0,0
97535,98318,-39,-3585,1621,1621074,0,0
97535,98318,-52,-3585,1621,1621074,0,0
97546,98318,-53,-3585,1782,1781936,0,0
97546,98318,-54,-3585,1782,1781936,0,0
97547,98318,-55,-3585,1797,1796945,0,0
97557,98318,-71,-3585,1950,1950030,0,0
97558,98318,-72,-3585,1966,1966085,0,0
97558,98318,-72,-3585,1966,1966085,0,0
97569,98318,-91,-3585,2140,2139896,0,0
97570,98318,-92,-3585,2156,2156044,0,0
97570,98318,-93,-3585,2156,2156044,0,0
97571,98318,-93,-3585,2173,2173027,0,0
97581,98318,-113,-3585,2338,2338156,0,0
97582,98318,-115,-3585,2355,2355019,0,0
97582,98318,-116,-3585,2355,2355019,0,0
97593,98318,-137,-3585,2542,2542104,0,0
97594,98318,-139,-3585,2560,2560000,0,0
97594,98318,-140,-3585,2560,2560000,0,0
97595,98318,-164,-3585,2577,2576904,0,0
97605,98318,-165,-3585,2754,2753873,0,0
97606,98318,-166,-3585,2772,2772003,0,0
97606,98318,-167,-3585,2772,2772003,0,0
97617,98318,-194,-3585,2971,2971216,0,0
97618,98318,-195,-3585,2990,2990095,0,0
97618,98318,-196,-3585,2990,2990095,0,0
97629,98318,-225,-3585,3195,3194888,0,0
97630,98318,-226,-3585,3214,3214142,0,0
97630,98318,-228,-3585,3214,3214142,0,0
97631,98318,-258,-3585,3233,3232976,0,0
97641,98318,-260,-3585,3425,3424658,0,0
97642,98318,-262,-3585,3444,3443823,0,0
97642,98318,-263,-3585,3444,3443823,0,0
97653,98318,-296,-3585,3659,3658815,0,0
97654,98318,-298,-3585,3679,3679007,0,0
97654,98318,-300,-3585,3679,3679007,0,0
97665,98318,-335,-3585,3899,3898635,0,0
97666,98318,-337,-3585,3920,3919647,0,0
97666,98318,-339,-3585,3920,3919647,0,0
97667,98318,-341,-3585,3940,3939916,0,0
97677,98318,-379,-3585,4144,4144004,0,0
97678,98318,-381,-3585,4165,4164498,0,0
97678,98318,-383,-3585,4165,4164498,0,0
97689,98318,-423,-3585,4394,4394397,0,0
97690,98318,-426,-3585,4414,4413793,0,0
97690,98318,-428,-3585,4414,4413793,0,0
97691,98318,-471,-3585,4435,4434590,0,0
97701,98318,-473,-3585,4647,4647110,0,0
97702,98318,-475,-3585,4668,4667445,0,0
97702,98318,-477,-3585,4668,4667445,0,0
97713,98318,-524,-3585,4904,4903463,0,0
97714,98318,-526,-3585,4925,4924592,0,0
97714,98318,-528,-3585,4925,4924592,0,0
97725,98318,-577,-3585,5164,5164622,0,0
97725,98318,-579,-3585,5164,5164622,0,0
97726,98318,-582,-3585,5186,5186386,0,0
97727,98318,-634,-3585,5208,5208333,0,0
97737,98318,-636,-3585,5427,5427408,0,0
97738,98318,-639,-3585,5450,5449591,0,0
97738,98318,-641,-3585,5450,5449591,0,0
97749,98318,-696,-3585,5693,5693950,0,0
97750,98318,-699,-3585,5716,5716327,0,0
97750,98318,-701,-3585,5716,5716327,0,0
97761,98318,-759,-3585,5961,5961252,0,0
97761,98318,-761,-3585,5961,5961252,0,0
97762,98318,-764,-3585,5984,5983545,0,0
97763,98318,-824,-3585,6006,6006006,0,0
97773,98318,-827,-3585,6231,6230530,0,0
97774,98318,-830,-3585,6254,6254887,0,0
97774,98318,-833,-3585,6254,6254887,0,0
97785,98318,-896,-3585,6503,6504065,0,0
97786,98318,-899,-3585,6525,6525285,0,0
97786,98318,-902,-3585,6525,6525285,0,0
97797,98318,-967,-3585,6775,6773920,0,0
97797,98318,-971,-3585,6775,6773920,0,0
97798,98318,-974,-3585,6798,6796941,0,0
97798,98318,-977,-3585,6798,6796941,0,0
97809,98318,-1046,-3585,7048,7048458,0,0
97810,98318,-1049,-3585,7071,7070261,0,0
97810,98318,-1053,-3585,7071,7070261,0,0
97821,98318,-1124,-3585,7185,7184553,0,0
97821,98318,-1127,-3585,7185,7184553,0,0
97822,98318,-1131,-3585,7162,7162041,0,0
97833,98318,-1205,-3585,6912,6911447,0,0
97833,98318,-1209,-3585,6912,6911447,0,0
97834,98318,-1213,-3585,6889,6887645,0,0
97834,98318,-1289,-3585,6889,6887645,0,0
97845,98318,-1293,-3585,6639,6639004,0,0
97846,98318,-1296,-3585,6616,6617039,0,0
97846,98318,-1300,-3585,6616,6617039,0,0
97857,98318,-1377,-3585,6367,6366892,0,0
97857,98318,-1381,-3585,6367,6366892,0,0
97858,98318,-1385,-3585,6344,6344171,0,0
97869,98318,-1462,-3585,6096,6095238,0,0
97869,98318,-1466,-3585,6096,6095238,0,0
97870,98318,-1470,-3585,6074,6074412,0,0
97880,98318,-1541,-3585,5849,5847953,0,0
97881,98318,-1544,-3585,5827,5826657,0,0
97881,98318,-1547,-3585,5827,5826657,0,0
97882,98318,-1551,-3585,5805,5805515,0,0
97893,98318,-1618,-3585,5560,5559416,0,0
97893,98318,-1621,-3585,5560,5559416,0,0
97894,98318,-1624,-3585,5538,5538249,0,0
97904,98318,-1688,-3585,5317,5317381,0,0
97905,98318,-1691,-3585,5295,5294507,0,0
97906,98318,-1694,-3585,5274,5273566,0,0
97916,98318,-1756,-3585,5055,5055292,0,0
97917,98318,-1758,-3585,5034,5034613,0,0
97917,98318,-1761,-3585,5034,5034613,0,0
97918,98318,-1819,-3585,5012,5012531,0,0
97929,98318,-1823,-3585,4775,4774694,0,0
97929,98318,-1825,-3585,4775,4774694,0,0
97930,98318,-1828,-3585,4753,4753417,0,0
97940,98318,-1884,-3585,4541,4541584,0,0
97941,98318,-1886,-3585,4520,4519774,0,0
97942,98318,-1889,-3585,4499,4499438,0,0
97952,98318,-1941,-3585,4289,4289544,0,0
97953,98318,-1944,-3585,4268,4267805,0,0
97953,98318,-1946,-3585,4268,4267805,0,0
97964,98318,-1997,-3585,4042,4042446,0,0
97965,98318,-1999,-3585,4021,4021111,0,0
97965,98318,-2001,-3585,4021,4021111,0,0
97966,98318,-2049,-3585,4001,4001000,0,0
97976,98318,-2051,-3585,3799,3798670,0,0
97977,98318,-2053,-3585,3779,3778932,0,0
97977,98318,-2055,-3585,3779,3778932,0,0
97988,98318,-2099,-3585,3561,3561095,0,0
97989,98318,-2101,-3585,3541,3541390,0,0
97989,98318,-2103,-3585,3541,3541390,0,0
98000,98318,-2146,-3585,3328,3327787,0,0
98001,98318,-2148,-3585,3309,3309204,0,0
98001,98318,-2150,-3585,3309,3309204,0,0
98002,98318,-2189,-3585,3290,3290150,0,0
98012,98318,-2190,-3585,3101,3100775,0,0
98013,98318,-2192,-3585,3082,3082258,0,0
98013,98318,-2194,-3585,3082,3082258,0,0
98024,98318,-2231,-3585,2880,2879770,0,0
98025,98318,-2233,-3585,2862,2862254,0,0
98025,98318,-2235,-3585,2862,2862254,0,0
98036,98318,-2269,-3585,2665,2664890,0,0
98037,98318,-2270,-3585,2647,2646816,0,0
98037,98318,-2272,-3585,2647,2646816,0,0
98048,98318,-2304,-3585,2456,2455871,0,0
98048,98318,-2306,-3585,2456,2455871,0,0
98049,98318,-2307,-3585,2439,2439024,0,0
98049,98318,-2337,-3585,2439,2439024,0,0
98060,98318,-2338,-3585,2255,2255109,0,0
98061,98318,-2340,-3585,2238,2238075,0,0
98061,98318,-2341,-3585,2238,2238075,0,0
98072,98318,-2368,-3585,2060,2059997,0,0
98072,98318,-2369,-3585,2060,2059997,0,0
98073,98318,-2370,-3585,2044,2043945,0,0
98083,98318,-2396,-3585,1888,1887906,0,0
98084,98318,-2397,-3585,1873,1873098,0,0
98084,98318,-2398,-3585,1873,1873098,0,0
98095,98318,-2421,-3585,1708,1707942,0,0
98096,98318,-2422,-3585,1693,1692943,0,0
98096,98318,-2423,-3585,1693,1692943,0,0
98097,98318,-2444,-3585,1679,1679085,0,0
98107,98318,-2445,-3585,1536,1535951,0,0
98108,98318,-2445,-3585,1522,1522070,0,0
98108,98318,-2446,-3585,1522,1522070,0,0
98119,98318,-2466,-3585,1372,1371977,0,0
98119,98318,-2467,-3585,1372,1371977,0,0
98120,98318,-2467,-3585,1358,1358004,0,0
98130,98318,-2485,-3585,1228,1228030,0,0
98131,98318,-2485,-3585,1216,1215990,0,0
98131,98318,-2486,-3585,1216,1215990,0,0
98142,98318,-2502,-3585,1080,1079987,0,0
98143,98318,-2502,-3585,1068,1068019,0,0
98143,98318,-2503,-3585,1068,1068019,0,0
98154,98318,-2517,-3585,941,941010,0,0
98154,98318,-2517,-3585,941,941010,0,0
98155,98318,-2518,-3585,930,930016,0,0
98155,98318,-2518,-3585,930,930016,0,0
98166,98318,-2531,-3585,811,810989,0,0
98166,98318,-2531,-3585,811,810989,0,0
