Starting
Starting
Stepper Pin:14
1073494564
1073494228
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1811) wifi:Association refused temporarily, comeback time 299 mSec
E (2115) wifi:Association refused temporarily, comeback time 299 mSec
.E (2424) wifi:Association refused temporarily, comeback time 299 mSec
E (2728) wifi:Association refused temporarily, comeback time 299 mSec
E (3032) wifi:Association refused temporarily, comeback time 299 mSec
.E (3339) wifi:Association refused temporarily, comeback time 299 mSec
E (3644) wifi:Association refused temporarily, comeback time 299 mSec
..Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -2615
HARD MAXIMUM LIMIT: 1001

TOTAL HARD RANGE: 
3616

targetPosition
1001
Creating move ---------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-2615,50000,55871
-2615,50000,55893
-2615,50000,55893
-2614,50000,55904
-2614,50000,55904
-2614,50000,55904
-2614,50000,55905
-2614,50000,55905
-2614,50000,55905
-2614,50000,55906
-2614,50000,55906
-2614,50000,55906
-2613,50000,55917
-2613,50000,55917
-2613,50000,55917
-2613,50000,55918
-2613,50000,55918
-2613,50000,55918
-2613,50000,55919
-2613,50000,55919
-2613,50000,55930
-2613,50000,55930
-2613,50000,55930
-2613,50000,55931
-2613,50000,55931
-2613,50000,55931
-2613,50000,55932
-2613,50000,55932
-2612,50000,55942
-2612,50000,55943
-2612,50000,55943
-2612,50000,55943
-2612,50000,55944
-2612,50000,55944
-2612,50000,55944
-2612,50000,55945
-2612,50000,55955
-2612,50000,55956
-2612,50000,55956
-2612,50000,55956
-2611,50000,55957
-2611,50000,55957
-2611,50000,55957
-2611,50000,55958
-2611,50000,55958
-2611,50000,55968
-2611,50000,55969
-2611,50000,55969
-2611,50000,55970
-2611,50000,55970
-2611,50000,55970
-2611,50000,55971
-2611,50000,55971
-2610,50000,55982
-2610,50000,55982
-2610,51000,55983
-2610,51000,55983
-2610,51000,55983
-2610,52000,55984
-2610,52000,55984
-2610,52000,55984
-2610,53000,55985
-2610,65000,55995
-2610,66000,55996
-2610,66000,55996
-2610,66000,55996
-2609,67000,55997
-2609,67000,55997
-2609,67000,55997
-2609,68000,55998
-2609,82000,56008
-2609,82000,56008
-2609,83000,56009
-2609,83000,56009
-2609,83000,56009
-2609,85000,56010
-2609,85000,56010
-2609,85000,56010
-2608,101000,56021
-2608,101000,56021
-2608,103000,56022
-2608,103000,56022
-2608,103000,56022
-2608,104000,56023
-2608,104000,56023
-2608,104000,56023
-2607,123000,56034
-2607,123000,56034
-2607,123000,56034
-2607,124000,56035
-2607,124000,56035
-2607,124000,56035
-2607,126000,56036
-2607,126000,56036
-2606,146000,56047
-2606,146000,56047
-2606,146000,56047
-2606,148000,56048
-2606,148000,56048
-2606,148000,56048
-2606,150000,56049
-2606,150000,56049
-2605,171000,56060
-2605,171000,56060
-2605,171000,56060
-2605,174000,56061
-2605,174000,56061
-2605,174000,56061
-2605,176000,56062
-2604,197001,56072
-2604,197001,56072
-2604,199000,56073
-2604,199000,56073
-2603,199000,56073
-2603,201000,56074
-2603,201000,56074
-2603,201000,56074
-2602,226001,56085
-2602,226001,56085
-2602,228001,56086
-2601,228001,56086
-2601,228001,56086
-2601,231000,56087
-2601,231000,56087
-2601,231000,56087
-2599,256999,56098
-2599,256999,56098
-2599,260002,56099
-2599,260002,56099
-2599,260002,56099
-2599,261999,56100
-2599,261999,56100
-2599,261999,56100
-2597,290002,56111
-2597,290002,56111
-2597,290002,56111
-2597,292997,56112
-2597,292997,56112
-2596,292997,56112
-2596,295002,56113
-2594,322997,56123
-2594,324998,56124
-2594,324998,56124
-2594,324998,56124
-2594,328003,56125
-2593,328003,56125
-2593,328003,56125
-2593,331003,56126
-2590,359002,56136
-2590,359002,56136
-2590,361999,56137
-2590,361999,56137
-2590,361999,56137
-2590,364997,56138
-2590,364997,56138
-2590,364997,56138
-2586,398000,56149
-2586,398000,56149
-2586,401003,56150
-2586,401003,56150
-2586,401003,56150
-2586,404000,56151
-2586,404000,56151
-2586,404000,56151
-2582,439006,56162
-2582,439006,56162
-2582,439006,56162
-2582,442001,56163
-2582,442001,56163
-2582,442001,56163
-2582,445001,56164
-2578,477997,56174
-2578,481000,56175
-2577,481000,56175
-2577,481000,56175
-2577,484995,56176
-2577,484995,56176
-2577,484995,56176
-2577,487998,56177
-2572,522006,56187
-2572,526004,56188
-2572,526004,56188
-2572,526004,56188
-2572,528996,56189
-2572,528996,56189
-2571,528996,56189
-2571,532996,56190
-2566,568000,56200
-2566,572001,56201
-2566,572001,56201
-2566,572001,56201
-2566,575995,56202
-2566,575995,56202
-2565,575995,56202
-2565,578997,56203
-2560,616001,56213
-2560,616001,56213
