Starting
Starting
Stepper Pin:14
1073494644
1073494308
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1816) wifi:Association refused temporarily, comeback time 299 mSec
E (2124) wifi:Association refused temporarily, comeback time 299 mSec
.E (2432) wifi:Association refused temporarily, comeback time 299 mSec
E (2736) wifi:Association refused temporarily, comeback time 299 mSec
E (3042) wifi:Association refused temporarily, comeback time 299 mSec
.E (3348) wifi:Association refused temporarily, comeback time 299 mSec
E (3653) wifi:Association refused temporarily, comeback time 299 mSec
E (3957) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -3746
HARD MAXIMUM LIMIT: -97

TOTAL HARD RANGE: 
3649

*****************************************************************************************************
*****************************************************************************************************
LOOP COMMNAND GET
0
0
setting LOOP
duration different!
PUSH WAS: 0
PUSH IS NOW: 1
end
^,0.00,-3746,300000,40,0.00,0,122318
^,0.00,-3745,300000,40,0.00,0,122320
^,0.00,-3745,300000,40,0.00,0,122322
^,0.00,-3745,300000,40,0.00,0,122324
^,0.00,-3745,300000,40,0.00,0,122326
^,0.01,-3745,300000,40,0.00,0,122338
^,0.01,-3745,300000,40,0.00,0,122340
^,0.01,-3745,300000,40,0.00,0,122342
^,0.01,-3745,300000,40,0.00,0,122344
^,0.01,-3744,300000,40,0.00,0,122346
^,0.01,-3744,300000,40,0.00,0,122348
^,0.01,-3744,300000,40,0.00,0,122350
^,0.01,-3744,300000,40,0.00,0,122352
^,0.02,-3744,300000,40,0.00,0,122364
^,0.02,-3744,300000,40,0.00,0,122366
^,0.02,-3744,300000,40,0.00,0,122368
^,0.02,-3743,300000,40,0.00,0,122370
^,0.02,-3743,300000,40,0.00,0,122372
^,0.02,-3743,300000,40,0.00,0,122374
^,0.02,-3743,300000,40,0.00,0,122376
^,0.02,-3743,300000,40,0.00,0,122378
^,0.03,-3743,300000,40,0.00,0,122390
^,0.03,-3743,300000,40,0.00,0,122392
^,0.03,-3743,300000,40,0.00,0,122394
^,0.03,-3742,300000,40,0.00,0,122396
^,0.03,-3742,300000,40,0.01,0,122398
^,0.03,-3742,300000,40,0.01,0,122400
^,0.03,-3742,300000,40,0.01,0,122402
^,0.03,-3742,300000,40,0.01,0,122404
^,0.04,-3742,300000,40,0.01,0,122416
^,0.04,-3742,300000,40,0.01,0,122418
^,0.04,-3741,300000,40,0.01,0,122420
^,0.04,-3741,300000,40,0.01,0,122422
^,0.04,-3741,300000,40,0.01,0,122424
^,0.04,-3741,300000,40,0.01,0,122426
^,0.04,-3741,300000,40,0.01,0,122428
^,0.05,-3741,300000,40,0.01,0,122430
^,0.05,-3741,300000,49,0.01,0,122442
^,0.05,-3741,300000,51,0.01,0,122444
^,0.05,-3740,300000,52,0.01,0,122446
^,0.05,-3740,300000,54,0.01,0,122448
^,0.05,-3740,300000,56,0.01,0,122450
^,0.05,-3740,300000,57,0.01,0,122452
^,0.05,-3740,300000,59,0.01,0,122454
^,0.06,-3740,300000,61,0.02,0,122456
^,0.06,-3740,300000,72,0.02,0,122468
^,0.06,-3739,300000,73,0.02,0,122470
^,0.06,-3739,300000,75,0.02,0,122472
^,0.06,-3739,300000,77,0.02,0,122474
^,0.06,-3739,300000,79,0.02,0,122476
^,0.06,-3739,300000,81,0.02,0,122478
^,0.07,-3739,300000,83,0.02,0,122480
^,0.07,-3739,300000,85,0.02,0,122482
^,0.07,-3738,300000,98,0.02,0,122494
^,0.07,-3738,300000,100,0.03,0,122496
^,0.07,-3738,300000,103,0.03,0,122498
^,0.07,-3738,300000,105,0.03,0,122500
^,0.07,-3738,300000,107,0.03,0,122502
^,0.07,-3738,300000,109,0.03,0,122504
^,0.08,-3737,300000,112,0.03,0,122506
^,0.08,-3737,300000,114,0.03,0,122518
^,0.08,-3736,300000,129,0.03,0,122520
^,0.08,-3736,300000,131,0.03,0,122522
^,0.08,-3736,300000,134,0.03,0,122524
^,0.08,-3736,300000,137,0.03,0,122526
^,0.08,-3736,300000,139,0.03,0,122528
^,0.09,-3735,300000,142,0.04,0,122530
^,0.09,-3735,300000,145,0.04,0,122532
^,0.09,-3735,300000,147,0.04,0,122544
^,0.09,-3733,300000,164,0.04,0,122546
^,0.09,-3733,300000,167,0.04,0,122548
^,0.09,-3733,300000,170,0.04,0,122550
^,0.09,-3733,300000,172,0.04,0,122552
^,0.09,-3732,300000,175,0.04,0,122554
^,0.10,-3732,300000,178,0.04,0,122556
^,0.10,-3732,300000,181,0.05,0,122558
^,0.10,-3730,300000,200,0.05,0,122570
^,0.10,-3730,300000,203,0.05,0,122572
^,0.10,-3729,300000,206,0.05,0,122574
^,0.10,-3729,300000,209,0.05,0,122576
^,0.10,-3729,300000,212,0.05,0,122578
^,0.11,-3728,300000,216,0.05,0,122580
^,0.11,-3728,300000,219,0.05,0,122582
^,0.11,-3728,300000,222,0.06,0,122594
^,0.11,-3726,300000,242,0.06,0,122596
^,0.11,-3725,300000,246,0.06,0,122598
^,0.11,-3725,300000,249,0.06,0,122600
^,0.11,-3724,300000,253,0.06,0,122602
^,0.11,-3724,300000,256,0.06,0,122604
^,0.12,-3723,300000,260,0.07,0,122606
^,0.12,-3723,300000,263,0.07,0,122608
^,0.12,-3723,300000,267,0.07,0,122620
^,0.12,-3720,300000,289,0.07,0,122622
^,0.12,-3719,300000,293,0.07,0,122624
^,0.12,-3719,300000,297,0.07,0,122626
^,0.12,-3718,300000,300,0.08,0,122628
^,0.13,-3718,300000,304,0.08,0,122630
^,0.13,-3717,300000,308,0.08,0,122632
^,0.13,-3717,300000,312,0.08,0,122634
^,0.13,-3714,300000,336,0.08,0,122646
^,0.13,-3713,300000,340,0.09,0,122648
^,0.13,-3712,300000,344,0.09,0,122650
^,0.13,-3712,300000,348,0.09,0,122652
^,0.13,-3711,300000,352,0.09,0,122654
^,0.14,-3711,300000,356,0.09,0,122656
^,0.14,-3710,300000,360,0.09,0,122658
^,0.14,-3709,300000,364,0.09,0,122670
^,0.14,-3706,300000,390,0.10,0,122672
^,0.14,-3705,300000,394,0.10,0,122674
^,0.14,-3704,300000,399,0.10,0,122676
^,0.14,-3704,300000,403,0.10,0,122678
^,0.15,-3703,300000,407,0.10,0,122680
^,0.15,-3702,300000,412,0.10,0,122682
^,0.15,-3702,300000,416,0.10,0,122684
^,0.15,-3701,300000,421,0.11,0,122696
^,0.15,-3696,300000,448,0.11,0,122698
^,0.15,-3696,300000,453,0.11,0,122700
^,0.15,-3695,300000,457,0.11,0,122702
^,0.15,-3694,300000,462,0.12,0,122704
^,0.16,-3693,300000,467,0.12,0,122706
^,0.16,-3692,300000,471,0.12,0,122708
^,0.16,-3692,300000,476,0.12,0,122710
^,0.16,-3686,300000,505,0.13,0,122722
^,0.16,-3686,300000,510,0.13,0,122724
^,0.16,-3685,300000,515,0.13,0,122726
^,0.16,-3684,300000,520,0.13,0,122728
^,0.17,-3683,300000,525,0.13,0,122730
^,0.17,-3682,300000,530,0.13,0,122732
^,0.17,-3681,300000,535,0.13,0,122734
^,0.17,-3680,300000,540,0.14,0,122746
^,0.17,-3674,300000,570,0.14,0,122748
^,0.17,-3673,300000,575,0.14,0,122750
^,0.17,-3672,300000,581,0.15,0,122752
^,0.17,-3671,300000,586,0.15,0,122754
^,0.18,-3670,300000,591,0.15,0,122756
^,0.18,-3669,300000,596,0.15,0,122758
^,0.18,-3668,300000,602,0.15,0,122760
^,0.18,-3667,300000,607,0.15,0,122772
^,0.18,-3660,300000,639,0.16,0,122774
^,0.18,-3659,300000,645,0.16,0,122776
^,0.18,-3658,300000,650,0.16,0,122778
^,0.19,-3657,300000,656,0.16,0,122780
^,0.19,-3655,300000,661,0.17,0,122782
^,0.19,-3654,300000,667,0.17,0,122784
^,0.19,-3653,300000,672,0.17,0,122786
^,0.19,-3646,300000,706,0.18,0,122798
^,0.19,-3644,300000,712,0.18,0,122800
^,0.19,-3643,300000,717,0.18,0,122802
^,0.19,-3642,300000,723,0.18,0,122804
^,0.20,-3640,300000,729,0.18,0,122806
^,0.20,-3639,300000,735,0.18,0,122808
^,0.20,-3638,300000,740,0.19,0,122810
^,0.20,-3636,300000,746,0.19,0,122822
^,0.20,-3628,300000,782,0.20,0,122824
^,0.20,-3627,300000,788,0.20,0,122826
^,0.20,-3625,300000,794,0.20,0,122828
^,0.21,-3624,300000,800,0.20,0,122830
^,0.21,-3622,300000,806,0.20,0,122832
^,0.21,-3621,300000,812,0.20,0,122834
^,0.21,-3619,300000,818,0.21,0,122836
^,0.21,-3618,300000,824,0.21,0,122848
^,0.21,-3609,300000,861,0.22,0,122850
^,0.21,-3607,300000,867,0.22,0,122852
^,0.21,-3605,300000,873,0.22,0,122854
^,0.22,-3604,300000,879,0.22,0,122856
^,0.22,-3602,300000,886,0.22,0,122858
^,0.22,-3601,300000,892,0.22,0,122860
^,0.22,-3599,300000,898,0.23,0,122862
^,0.22,-3589,300000,937,0.24,0,122874
^,0.22,-3587,300000,943,0.24,0,122876
^,0.22,-3585,300000,950,0.24,0,122878
^,0.23,-3584,300000,956,0.24,0,122880
^,0.23,-3582,300000,963,0.24,0,122882
^,0.23,-3580,300000,969,0.24,0,122884
^,0.23,-3578,300000,976,0.24,0,122886
^,0.23,-3576,300000,982,0.25,0,122898
^,0.23,-3565,300000,1022,0.26,0,122900
^,0.23,-3563,300000,1029,0.26,0,122902
^,0.23,-3562,300000,1036,0.26,0,122904
^,0.24,-3560,300000,1042,0.26,0,122906
^,0.24,-3558,300000,1049,0.26,0,122908
^,0.24,-3556,300000,1056,0.27,0,122910
^,0.24,-3554,300000,1063,0.27,0,122912
^,0.24,-3542,300000,1104,0.28,0,122924
^,0.24,-3540,300000,1111,0.28,0,122926
^,0.24,-3538,300000,1118,0.28,0,122928
^,0.25,-3536,300000,1125,0.28,0,122930
^,0.25,-3533,300000,1132,0.28,0,122932
^,0.25,-3531,300000,1139,0.29,0,122934
^,0.25,-3529,300000,1146,0.29,0,122936
^,0.25,-3516,300000,1188,0.30,0,122948
^,0.25,-3514,300000,1195,0.30,0,122950
^,0.25,-3512,300000,1203,0.30,0,122952
^,0.25,-3510,300000,1210,0.30,0,122954
^,0.26,-3507,300000,1217,0.31,0,122956
^,0.26,-3505,300000,1224,0.31,0,122958
^,0.26,-3503,300000,1231,0.31,0,122960
^,0.26,-3489,300000,1275,0.32,0,122972
^,0.26,-3487,300000,1282,0.32,0,122974
^,0.26,-3484,300000,1290,0.32,0,122976
^,0.26,-3482,300000,1297,0.33,0,122978
^,0.27,-3479,300000,1305,0.33,0,122980
^,0.27,-3477,300000,1312,0.33,0,122982
^,0.27,-3474,300000,1319,0.33,0,122984
^,0.27,-3459,300000,1364,0.34,0,122996
^,0.27,-3457,300000,1372,0.34,0,122998
^,0.27,-3454,300000,1380,0.35,0,123000
^,0.27,-3452,300000,1387,0.35,0,123002
^,0.27,-3449,300000,1395,0.35,0,123004
^,0.28,-3446,300000,1402,0.35,0,123006
^,0.28,-3444,300000,1410,0.35,0,123008
^,0.28,-3441,300000,1418,0.36,0,123020
^,0.28,-3425,300000,1464,0.37,0,123022
^,0.28,-3422,300000,1472,0.37,0,123024
^,0.28,-3420,300000,1479,0.37,0,123026
^,0.28,-3417,300000,1487,0.37,0,123028
^,0.29,-3414,300000,1495,0.38,0,123030
^,0.29,-3411,300000,1503,0.38,0,123032
^,0.29,-3408,300000,1511,0.38,0,123044
^,0.29,-3391,300000,1558,0.39,0,123046
^,0.29,-3388,300000,1566,0.39,0,123048
^,0.29,-3385,300000,1574,0.40,0,123050
^,0.29,-3382,300000,1582,0.40,0,123052
^,0.29,-3379,300000,1590,0.40,0,123054
^,0.30,-3376,300000,1598,0.40,0,123056
^,0.30,-3373,300000,1606,0.40,0,123068
^,0.30,-3355,300000,1654,0.42,0,123070
^,0.30,-3352,300000,1663,0.42,0,123072
^,0.30,-3349,300000,1671,0.42,0,123074
^,0.30,-3345,300000,1679,0.42,0,123076
^,0.30,-3342,300000,1687,0.42,0,123078
^,0.31,-3339,300000,1695,0.43,0,123080
^,0.31,-3336,300000,1703,0.43,0,123082
^,0.31,-3316,300000,1753,0.44,0,123094
^,0.31,-3313,300000,1761,0.44,0,123096
^,0.31,-3310,300000,1770,0.44,0,123098
^,0.31,-3306,300000,1778,0.45,0,123100
^,0.31,-3303,300000,1786,0.45,0,123102
^,0.31,-3299,300000,1795,0.45,0,123104
^,0.32,-3296,300000,1803,0.45,0,123106
^,0.32,-3275,300000,1853,0.47,0,123118
^,0.32,-3272,300000,1862,0.47,0,123120
^,0.32,-3268,300000,1870,0.47,0,123122
^,0.32,-3265,300000,1879,0.47,0,123124
^,0.32,-3261,300000,1887,0.47,0,123126
^,0.32,-3257,300000,1896,0.48,0,123128
^,0.33,-3254,300000,1905,0.48,0,123130
^,0.33,-3250,300000,1913,0.48,0,123142
^,0.33,-3228,300000,1965,0.49,0,123144
^,0.33,-3224,300000,1973,0.50,0,123146
^,0.33,-3221,300000,1982,0.50,0,123148
^,0.33,-3217,300000,1991,0.50,0,123150
^,0.33,-3213,300000,1999,0.50,0,123152
^,0.33,-3209,300000,2008,0.50,0,123154
^,0.34,-3205,300000,2017,0.51,0,123166
^,0.34,-3182,300000,2069,0.52,0,123168
^,0.34,-3178,300000,2078,0.52,0,123170
^,0.34,-3174,300000,2087,0.52,0,123172
^,0.34,-3170,300000,2095,0.53,0,123174
^,0.34,-3166,300000,2104,0.53,0,123176
^,0.34,-3162,300000,2113,0.53,0,123178
^,0.35,-3158,300000,2122,0.53,0,123190
^,0.35,-3134,300000,2175,0.55,0,123192
^,0.35,-3130,300000,2184,0.55,0,123194
^,0.35,-3126,300000,2193,0.55,0,123196
^,0.35,-3121,300000,2202,0.55,0,123198
^,0.35,-3117,300000,2211,0.55,0,123200
^,0.35,-3113,300000,2220,0.56,0,123202
^,0.35,-3109,300000,2229,0.56,0,123204
^,0.36,-3083,300000,2283,0.57,0,123216
^,0.36,-3079,300000,2292,0.58,0,123218
^,0.36,-3074,300000,2301,0.58,0,123220
