Starting
Starting
Stepper Pin:14
1073494584
1073494248
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1971) wifi:Association refused temporarily, comeback time 299 mSec
E (2276) wifi:Association refused temporarily, comeback time 299 mSec
.E (2581) wifi:Association refused temporarily, comeback time 299 mSec
E (2885) wifi:Association refused temporarily, comeback time 299 mSec
E (3191) wifi:Association refused temporarily, comeback time 299 mSec
.E (3495) wifi:Association refused temporarily, comeback time 299 mSec
E (3800) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!
1.04,-10
1.22,-11
1.10,-13
1.12,-14
1.34,-15
1.15,-17
1.33,-18
1.19,-20
1.15,-21
1.35,-22
1.15,-24
1.20,-25
0.41,-27
0.04,-28
0.76,-30
1.14,-31
1.24,-32
1.19,-34
1.11,-35
1.22,-37
1.03,-38
1.30,-39
1.17,-41
1.27,-42
1.14,-44
1.18,-45
1.19,-46
1.21,-48
1.30,-49
1.23,-51
1.21,-52
1.17,-53
1.12,-55
1.31,-56
1.22,-58
1.14,-59
1.11,-60
1.12,-62
1.14,-63
1.17,-65
1.31,-66
1.27,-67
1.01,-69
1.22,-70
1.13,-72
1.30,-73
1.20,-74
1.07,-76
0.66,-77
0.07,-79
0.28,-80
1.21,-82
1.31,-83
1.33,-84
1.39,-86
1.14,-87
1.12,-89
1.28,-90
1.17,-91
1.26,-93
1.19,-94
1.19,-96
1.14,-97
1.22,-98
1.23,-100
1.25,-101
1.14,-103
1.28,-104
1.28,-105
1.12,-107
1.38,-108
1.45,-110
1.35,-111
1.39,-112
1.15,-114
1.29,-115
1.27,-117
1.31,-118
1.20,-119
1.17,-121
1.12,-122
1.30,-124
1.22,-125
1.22,-126
1.19,-128
0.11,-129
0.18,-131
1.10,-132
1.24,-134
1.17,-135
1.25,-136
1.12,-138
1.25,-139
1.33,-141
1.37,-142
1.26,-143
1.26,-145
1.32,-146
1.19,-148
1.16,-149
1.32,-150
1.19,-152
1.43,-153
1.40,-155
1.31,-156
1.22,-157
1.40,-159
1.14,-160
1.35,-162
1.17,-163
1.27,-164
1.30,-166
1.22,-167
1.20,-169
1.26,-170
1.38,-171
1.27,-173
1.25,-174
1.31,-176
1.38,-177
1.36,-178
0.55,-180
0.23,-181
0.50,-183
1.35,-184
1.13,-186
1.26,-187
1.40,-188
1.23,-190
1.21,-191
1.24,-193
1.24,-194
1.39,-195
1.27,-197
1.33,-198
1.34,-200
1.15,-201
1.30,-202
1.15,-204
1.37,-205
1.28,-207
1.23,-208
1.37,-209
1.23,-211
1.31,-212
1.29,-214
1.21,-215
1.41,-216
1.32,-218
1.29,-219
1.13,-221
1.21,-222
1.23,-223
1.30,-225
1.27,-226
1.39,-228
1.30,-229
1.06,-230
0.13,-232
0.37,-233
1.05,-235
1.18,-236
1.47,-238
1.25,-239
1.39,-240
1.30,-242
1.23,-243
1.24,-245
1.21,-246
1.36,-247
1.12,-249
1.20,-250
1.25,-252
1.17,-253
1.26,-254
1.28,-256
1.35,-257
1.44,-259
1.13,-260
1.24,-261
1.18,-263
1.23,-264
1.29,-266
1.26,-267
1.30,-268
1.30,-270
1.42,-271
1.29,-273
1.38,-274
1.31,-275
1.26,-277
1.29,-278
1.25,-280
1.15,-281
0.34,-283
0.23,-284
0.64,-285
1.26,-287
1.33,-288
1.48,-290
1.24,-291
1.31,-292
1.35,-294
1.28,-295
1.24,-297
1.45,-298
1.34,-299
1.32,-301
1.19,-302
1.24,-304
1.22,-305
1.14,-306
1.27,-308
1.33,-309
1.20,-311
1.31,-312
1.25,-313
1.23,-315
1.35,-316
1.30,-318
1.36,-319
1.35,-320
1.10,-322
1.32,-323
1.33,-325
1.24,-326
1.22,-327
1.14,-329
1.16,-330
1.27,-332
1.13,-333
0.21,-334
0.22,-336
1.25,-337
1.38,-339
1.27,-340
1.37,-342
1.24,-343
1.27,-344
1.24,-346
1.21,-347
1.33,-349
1.17,-350
1.29,-351
1.21,-353
1.22,-354
1.23,-356
1.28,-357
1.40,-358
1.28,-360
1.21,-361
1.37,-363
1.21,-364
1.25,-365
1.20,-367
1.37,-368
1.31,-370
1.20,-371
1.28,-372
1.29,-374
1.29,-375
1.19,-377
1.23,-378
1.24,-379
1.24,-381
1.22,-382
1.17,-384
-0.06,-385
0.29,-387
0.89,-388
1.24,-389
1.15,-391
1.25,-392
1.16,-394
1.26,-395
1.33,-396
1.32,-398
1.18,-399
1.17,-401
1.21,-402
1.29,-403
1.20,-405
1.31,-406
1.28,-408
1.16,-409
1.23,-410
1.22,-412
1.26,-413
1.21,-415
1.34,-416
1.46,-417
1.11,-419
1.26,-420
1.34,-422
1.26,-423
1.38,-424
1.27,-426
1.20,-427
1.37,-429
1.08,-430
1.30,-431
1.06,-433
1.30,-434
0.69,-436
0.10,-437
0.25,-439
0.12,-440
0.19,-441
1.21,-443
1.26,-444
1.23,-446
1.40,-447
1.38,-448
1.19,-450
1.38,-451
1.35,-453
1.12,-454
1.16,-456
1.46,-457
1.22,-458
