Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 22
HARD MAXIMUM LIMIT: -3606

TOTAL HARD RANGE: 
3628

clampedPosition: -3606
duration: 3000
56603,59603,22,-3606,0,1209007
56603,59603,22,-3606,0,1209007
56604,59603,21,-3606,0,1209007
56604,59603,21,-3606,0,1209007
56615,59603,9,-3606,0,1209007
56615,59603,9,-3606,0,1209007
56616,59603,8,-3606,0,1209007
56616,59603,8,-3606,0,1209007
56627,59603,-5,-3606,0,1209007
56627,59603,-6,-3606,0,1209007
56628,59603,-6,-3606,0,1209007
56628,59603,-7,-3606,0,1209007
56628,59603,-19,-3606,0,1209007
56639,59603,-20,-3606,1,1000
56639,59603,-20,-3606,1,1000
56640,59603,-21,-3606,1,1000
56640,59603,-21,-3606,1,1000
56651,59603,-34,-3606,3,3000
56651,59603,-35,-3606,3,3000
56652,59603,-35,-3606,3,3000
56652,59603,-36,-3606,3,3000
56653,59603,-36,-3606,3,3000
56663,59603,-49,-3606,4,4000
56664,59603,-50,-3606,4,4000
56664,59603,-50,-3606,4,4000
56665,59603,-50,-3606,5,5000
56665,59603,-50,-3606,5,5000
56676,59603,-50,-3606,7,7000
56676,59603,-50,-3606,7,7000
56676,59603,-50,-3606,7,7000
56677,59603,-50,-3606,7,7000
56687,59603,-50,-3606,9,9000
56688,59603,-50,-3606,9,9000
56688,59603,-50,-3606,9,9000
56689,59603,-50,-3606,9,9000
56689,59603,-50,-3606,9,9000
56700,59603,-50,-3606,12,12000
56700,59603,-50,-3606,12,12000
56701,59603,-50,-3606,12,12000
56701,59603,-50,-3606,12,12000
56712,59603,-50,-3606,15,15000
56712,59603,-50,-3606,15,15000
56713,59603,-50,-3606,15,15000
56713,59603,-50,-3606,15,15000
56713,59603,-50,-3606,15,15000
56724,59603,-50,-3606,19,19000
56724,59603,-50,-3606,19,19000
56725,59603,-50,-3606,19,19000
56725,59603,-50,-3606,19,19000
56736,59603,-50,-3606,23,23000
56736,59603,-50,-3606,23,23000
56737,59603,-50,-3606,23,23000
56737,59603,-50,-3606,23,23000
56748,59603,-50,-3606,27,27000
56748,59603,-50,-3606,27,27000
56749,59603,-50,-3606,28,28000
56749,59603,-50,-3606,28,28000
56749,59603,-50,-3606,28,28000
56760,59603,-50,-3606,32,32000
56761,59603,-50,-3606,32,32000
56761,59603,-50,-3606,32,32000
56761,59603,-50,-3606,32,32000
56772,59603,-50,-3606,37,37000
56772,59603,-50,-3606,37,37000
56773,59603,-50,-3606,37,37000
56773,59603,-50,-3606,37,37000
56784,59603,-50,-3606,42,42000
56784,59603,-50,-3606,42,42000
56785,59603,-50,-3606,43,43000
56785,59603,-50,-3606,43,43000
56786,59603,-50,-3606,43,43000
56796,59603,-50,-3606,48,48000
56797,59603,-50,-3606,49,49000
56797,59603,-50,-3606,49,49000
56797,59603,-50,-3606,49,49000
56808,59603,-50,-3606,54,54000
56808,59603,-50,-3606,54,54000
56809,59603,-50,-3606,55,55000
56809,59603,-50,-3606,55,55000
56820,59603,-50,-3606,61,61000
56820,59603,-50,-3606,61,61000
56821,59603,-50,-3606,61,61000
56821,59603,-50,-3606,61,61000
56822,59603,-50,-3606,62,62000
56832,59603,-50,-3606,68,68000
56833,59603,-50,-3606,68,68000
56833,59603,-50,-3606,68,68000
56834,59603,-50,-3606,69,69000
56844,59603,-50,-3606,75,75000
56845,59603,-50,-3606,75,75000
56845,59603,-50,-3606,75,75000
56845,59603,-50,-3606,75,75000
56856,59603,-50,-3606,82,82000
56856,59603,-50,-3606,82,82000
56857,59603,-50,-3606,83,83000
56857,59603,-50,-3606,83,83000
56858,59603,-50,-3606,84,84000
56868,59603,-50,-3606,90,90000
56869,59603,-50,-3606,91,91000
56869,59603,-50,-3606,91,91000
56870,59603,-50,-3606,92,92000
56880,59603,-50,-3606,98,98000
56881,59603,-50,-3606,99,99000
56881,59603,-50,-3606,99,99000
56882,59603,-50,-3606,100,100000
56892,59603,-50,-3606,107,107000
56893,59603,-50,-3606,108,108000
56893,59603,-50,-3606,108,108000
56893,59603,-50,-3606,108,108000
56904,59603,-50,-3606,116,116000
56904,59603,-50,-3606,116,116000
56905,59603,-50,-3606,116,116000
56905,59603,-50,-3606,116,116000
56916,59603,-50,-3606,125,125000
56916,59603,-50,-3606,125,125000
56917,59603,-50,-3606,126,126000
56917,59603,-50,-3606,126,126000
56928,59603,-50,-3606,134,134000
56928,59603,-50,-3606,134,134000
56929,59603,-50,-3606,135,134999
56929,59603,-50,-3606,135,134999
56940,59603,-50,-3606,144,144000
56940,59603,-50,-3606,144,144000
56941,59603,-50,-3606,145,145000
56941,59603,-50,-3606,145,145000
56941,59603,-50,-3606,145,145000
56952,59603,-50,-3606,154,154000
56952,59603,-50,-3606,154,154000
56953,59603,-50,-3606,155,155000
56953,59603,-50,-3606,155,155000
56964,59603,-50,-3606,164,164000
56964,59603,-50,-3606,164,164000
56965,59603,-50,-3606,165,164999
56965,59603,-50,-3606,165,164999
56976,59603,-50,-3606,175,174999
56976,59603,-50,-3606,175,174999
56977,59603,-50,-3606,176,176000
56977,59603,-50,-3606,176,176000
56988,59603,-50,-3606,186,185999
