Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1827) wifi:Association refused temporarily, comeback time 299 mSec
E (2136) wifi:Association refused temporarily, comeback time 299 mSec
.E (2445) wifi:Association refused temporarily, comeback time 299 mSec
E (2752) wifi:Association refused temporarily, comeback time 299 mSec
E (3056) wifi:Association refused temporarily, comeback time 299 mSec
.E (3361) wifi:Association refused temporarily, comeback time 299 mSec
E (3666) wifi:Association refused temporarily, comeback time 299 mSec
E (3972) wifi:Association refused temporarily, comeback time 299 mSec
.E (4277) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 1312
HARD MAXIMUM LIMIT: -2307

TOTAL HARD RANGE: 
3619

clampedPosition: -2307
duration: 2000
55554,57554,1312,-2307,0,500000
55554,57554,1312,-2307,0,500000
55555,57554,1312,-2307,0,500000
55555,57554,1308,-2307,0,500000
55566,57554,1308,-2307,0,500000
55566,57554,1308,-2307,0,500000
55566,57554,1307,-2307,0,500000
55567,57554,1307,-2307,0,500000
55577,57554,1302,-2307,2,2000
55578,57554,1302,-2307,2,2000
55578,57554,1302,-2307,2,2000
55579,57554,1301,-2307,2,2000
55589,57554,1296,-2307,5,5000
55589,57554,1296,-2307,5,5000
55590,57554,1296,-2307,5,5000
55590,57554,1296,-2307,5,5000
55591,57554,1292,-2307,6,6000
55601,57554,1292,-2307,9,9000
55602,57554,1292,-2307,10,10000
55602,57554,1292,-2307,10,10000
55602,57554,1292,-2307,10,10000
55613,57554,1292,-2307,15,15000
55613,57554,1292,-2307,15,15000
55614,57554,1292,-2307,16,16000
55614,57554,1292,-2307,16,16000
55625,57554,1292,-2307,22,22000
55625,57554,1292,-2307,22,22000
55625,57554,1292,-2307,22,22000
55626,57554,1292,-2307,23,23000
55636,57554,1292,-2307,29,29000
55637,57554,1292,-2307,30,30000
55637,57554,1292,-2307,30,30000
55637,57554,1292,-2307,30,30000
55648,57554,1292,-2307,39,39000
55648,57554,1292,-2307,39,39000
55649,57554,1292,-2307,39,39000
55649,57554,1292,-2307,39,39000
55660,57554,1292,-2307,49,49000
55660,57554,1292,-2307,49,49000
55660,57554,1292,-2307,49,49000
55661,57554,1292,-2307,50,50000
55671,57554,1292,-2307,60,60000
55672,57554,1292,-2307,61,61000
55672,57554,1292,-2307,61,61000
55672,57554,1292,-2307,61,61000
55683,57554,1292,-2307,73,73000
55683,57554,1292,-2307,73,73000
55684,57554,1292,-2307,74,74000
55684,57554,1292,-2307,74,74000
55684,57554,1292,-2307,74,74000
55695,57554,1292,-2307,87,87000
55695,57554,1292,-2307,87,87000
55696,57554,1292,-2307,88,88000
55696,57554,1292,-2307,88,88000
55707,57554,1292,-2307,102,102000
55707,57554,1292,-2307,102,102000
55707,57554,1292,-2307,102,102000
55718,57554,1292,-2307,117,117000
55718,57554,1292,-2307,117,117000
55719,57554,1292,-2307,118,118000
55719,57554,1292,-2307,118,118000
55730,57554,1292,-2307,134,134000
55730,57554,1292,-2307,134,134000
55730,57554,1292,-2307,134,134000
55731,57554,1292,-2307,136,136000
55741,57554,1292,-2307,151,151000
55742,57554,1292,-2307,153,153000
55742,57554,1292,-2307,153,153000
55743,57554,1292,-2307,154,154000
55753,57554,1292,-2307,171,171000
55754,57554,1292,-2307,172,172000
55754,57554,1292,-2307,172,172000
55754,57554,1292,-2307,172,172000
55765,57554,1292,-2307,191,190999
55765,57554,1292,-2307,191,190999
55766,57554,1292,-2307,193,192999
55766,57554,1292,-2307,193,192999
55777,57554,1292,-2307,213,213001
55777,57554,1292,-2307,213,213001
55777,57554,1292,-2307,213,213001
55788,57554,1292,-2307,233,232998
55788,57554,1292,-2307,233,232998
55789,57554,1292,-2307,235,235000
55789,57554,1292,-2307,235,235000
55800,57554,1292,-2307,256,256000
55800,57554,1292,-2307,256,256000
55800,57554,1292,-2307,256,256000
55801,57554,1292,-2307,258,257998
55811,57554,1292,-2307,279,278998
55812,57554,1292,-2307,281,280998
55812,57554,1292,-2307,281,280998
55813,57554,1292,-2307,283,283001
55823,57554,1292,-2307,304,303998
55824,57554,1292,-2307,306,305998
55824,57554,1292,-2307,306,305998
55824,57554,1292,-2307,306,305998
55835,57554,1292,-2307,330,329999
55836,57554,1292,-2307,332,331998
55836,57554,1292,-2307,332,331998
55836,57554,1292,-2307,332,331998
55847,57554,1292,-2307,356,355999
55847,57554,1292,-2307,356,355999
55848,57554,1292,-2307,359,359002
55848,57554,1292,-2307,359,359002
55859,57554,1292,-2307,384,383997
55859,57554,1292,-2307,384,383997
55860,57554,1292,-2307,386,385998
55860,57554,1292,-2307,386,385998
55871,57554,1292,-2307,412,411999
