Starting
Starting
Stepper Pin:14
1073494580
1073494244
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: 35
HARD MAXIMUM LIMIT: -3593

TOTAL HARD RANGE: 
3628

35,500000,32000,2000,228439
35,500000,32000,2000,228439
35,500000,32000,2000,228440
35,500000,32000,2000,228440
35,500000,32000,2000,228440
35,500000,32000,2000,228451
30,500000,32000,2000,228451
29,500000,32000,2000,228452
29,500000,32000,2000,228452
29,500000,32000,2000,228452
29,500000,32000,2000,228463
24,1000,16000000,1000000,228463
24,1000,16000000,1000000,228464
23,1000,16000000,1000000,228464
23,1000,16000000,1000000,228475
18,2000,8000000,500000,228475
18,2000,8000000,500000,228475
18,2000,8000000,500000,228476
17,2000,8000000,500000,228476
17,2000,8000000,500000,228487
13,4000,4000000,250000,228487
13,4000,4000000,250000,228487
13,4000,4000000,250000,228488
13,4000,4000000,250000,228498
13,5000,3200000,200000,228499
13,6000,2666667,166666,228499
13,6000,2666667,166666,228499
13,6000,2666667,166666,228500
13,6000,2666667,166666,228510
13,8000,2000000,125000,228511
13,8000,2000000,125000,228511
13,8000,2000000,125000,228511
13,8000,2000000,125000,228522
13,11000,1454545,90909,228522
13,11000,1454545,90909,228523
13,11000,1454545,90909,228523
13,11000,1454545,90909,228523
13,11000,1454545,90909,228534
13,14000,1142857,71428,228534
13,14000,1142857,71428,228535
13,14000,1142857,71428,228535
13,14000,1142857,71428,228535
13,18000,888889,55555,228546
13,18000,888889,55555,228546
13,18000,888889,55555,228547
13,18000,888889,55555,228547
13,18000,888889,55555,228558
13,22000,727273,45454,228558
13,22000,727273,45454,228559
13,22000,727273,45454,228559
13,22000,727273,45454,228559
13,22000,727273,45454,228570
13,26000,615385,38461,228570
13,26000,615385,38461,228571
13,27000,592593,37037,228571
13,27000,592593,37037,228571
13,27000,592593,37037,228582
13,31000,516129,32258,228582
13,31000,516129,32258,228583
13,32000,500000,31250,228583
13,32000,500000,31250,228583
13,37000,432432,27027,228594
13,37000,432432,27027,228594
13,37000,432432,27027,228595
13,37000,432432,27027,228595
13,37000,432432,27027,228605
13,43000,372093,23255,228606
13,43000,372093,23255,228606
13,43000,372093,23255,228607
13,43000,372093,23255,228607
13,43000,372093,23255,228618
13,49000,326531,20408,228618
13,49000,326531,20408,228618
13,49000,326531,20408,228619
13,50000,320000,20000,228619
13,50000,320000,20000,228630
13,56000,285714,17857,228630
13,56000,285714,17857,228630
13,56000,285714,17857,228631
13,56000,285714,17857,228631
13,62000,258065,16129,228642
13,63000,253968,15873,228642
13,63000,253968,15873,228642
13,64000,250000,15625,228643
13,64000,250000,15625,228653
13,70000,228571,14285,228654
13,71000,225352,14084,228654
13,71000,225352,14084,228654
13,71000,225352,14084,228655
13,71000,225352,14084,228665
13,78000,205128,12820,228666
13,79000,202532,12658,228666
13,79000,202532,12658,228666
13,79000,202532,12658,228667
13,79000,202532,12658,228677
13,87000,183908,11494,228678
13,87000,183908,11494,228678
13,87000,183908,11494,228678
13,87000,183908,11494,228689
13,95000,168421,10526,228689
13,95000,168421,10526,228690
13,96000,166667,10416,228690
13,96000,166667,10416,228690
13,96000,166667,10416,228701
13,105000,152381,9523,228701
13,105000,152381,9523,228702
13,106000,150943,9433,228702
13,106000,150943,9433,228702
13,106000,150943,9433,228713
13,115000,139130,8695,228713
13,115000,139130,8695,228714
13,115000,139130,8695,228714
13,115000,139130,8695,228714
13,125000,128000,8000,228725
13,125000,128000,8000,228725
13,125000,128000,8000,228726
13,126000,126984,7936,228726
13,126000,126984,7936,228736
13,136000,117647,7352,228737
13,136000,117647,7352,228737
13,136000,117647,7352,228738
13,136000,117647,7352,228738
13,136000,117647,7352,228749
13,146999,108844,6802,228749
13,146999,108844,6802,228749
13,146999,108844,6802,228750
13,148000,108108,6756,228750
13,148000,108108,6756,228761
13,158000,101266,6329,228761
13,158000,101266,6329,228761
13,158000,101266,6329,228762
13,159000,100629,6289,228762
13,168999,94675,5917,228773
13,169999,94118,5882,228773
13,169999,94118,5882,228773
13,169999,94118,5882,228774
13,171000,93567,5847,228774
13,181000,88398,5524,228785
13,182000,87912,5494,228785
13,182000,87912,5494,228785
13,182000,87912,5494,228786
13,182999,87432,5464,228796
13,194001,82474,5154,228797
13,195001,82051,5128,228797
13,195001,82051,5128,228797
13,195001,82051,5128,228798
13,195999,81633,5102,228808
13,206999,77295,4830,228809
13,208000,76923,4807,228809
13,208000,76923,4807,228809
13,208000,76923,4807,228810
13,209000,76555,4784,228820
13,221001,72398,4524,228821
13,222000,72072,4504,228821
13,222000,72072,4504,228821
13,222000,72072,4504,228822
13,223000,71749,4484,228832
13,235000,68085,4255,228833
13,235999,67797,4237,228833
13,235999,67797,4237,228833
13,235999,67797,4237,228834
13,236998,67511,4219,228844
13,249000,64257,4016,228845
13,251000,63745,3984,228845
13,251000,63745,3984,228845
13,251000,63745,3984,228846
13,252000,63492,3968,228856
13,264000,60606,3787,228857
13,265002,60377,3773,228857
13,265002,60377,3773,228857
13,265002,60377,3773,228858
13,267000,59925,3745,228868
13,278998,57348,3584,228869
13,280998,56940,3558,228869
13,280998,56940,3558,228869
13,280998,56940,3558,228870
13,281998,56738,3546,228880
13,295002,54237,3389,228880
13,296000,54054,3378,228881
13,296000,54054,3378,228881
13,296000,54054,3378,228882
13,298002,53691,3355,228892
13,311000,51447,3215,228892
13,313001,51118,3194,228893
13,313001,51118,3194,228893
13,313001,51118,3194,228894
13,328003,48780,3048,228904
13,328003,48780,3048,228904
13,329001,48632,3039,228905
13,329001,48632,3039,228905
13,329001,48632,3039,228905
13,344999,46377,2898,228916
13,344999,46377,2898,228916
13,345998,46243,2890,228917
13,345998,46243,2890,228917
13,345998,46243,2890,228917
13,361999,44199,2762,228928
13,361999,44199,2762,228928
13,364000,43956,2747,228929
13,364000,43956,2747,228929
13,364000,43956,2747,228940
13,380002,42105,2631,228940
13,380002,42105,2631,228940
13,380998,41995,2624,228941
13,380998,41995,2624,228941
13,380998,41995,2624,228952
13,398000,40201,2512,228952
13,398000,40201,2512,228952
13,400000,40000,2500,228953
13,400000,40000,2500,228953
13,400000,40000,2500,228964
13,417003,38369,2398,228964
13,417003,38369,2398,228964
13,417995,38278,2392,228965
13,417995,38278,2392,228965
13,417995,38278,2392,228976
13,436003,36697,2293,228976
13,436003,36697,2293,228976
13,437003,36613,2288,228977
13,437003,36613,2288,228977
13,437003,36613,2288,228988
13,454998,35165,2197,228988
13,454998,35165,2197,228988
13,456999,35011,2188,228989
13,456999,35011,2188,228989
13,456999,35011,2188,229000
13,475003,33684,2105,229000
13,475003,33684,2105,229000
13,475003,33684,2105,229001
13,476006,33613,2100,229001
13,476006,33613,2100,229012
13,495004,32323,2020,229012
13,495004,32323,2020,229012
13,497002,32193,2012,229013
13,497002,32193,2012,229013
13,497002,32193,2012,229024
13,514999,31068,1941,229024
13,514999,31068,1941,229024
13,514999,31068,1941,229025
13,516996,30948,1934,229025
13,516996,30948,1934,229036
13,535995,29851,1865,229036
13,535995,29851,1865,229036
13,535995,29851,1865,229037
13,537996,29740,1858,229037
13,537996,29740,1858,229048
13,557997,28674,1792,229048
13,557997,28674,1792,229048
13,557997,28674,1792,229049
13,560008,28571,1785,229049
13,577993,27682,1730,229060
13,580004,27586,1724,229060
13,580004,27586,1724,229060
13,580994,27539,1721,229061
13,580994,27539,1721,229061
13,599993,26667,1666,229072
13,602002,26578,1661,229072
13,602002,26578,1661,229072
13,604002,26490,1655,229073
13,604002,26490,1655,229073
13,622011,25723,1607,229084
13,624001,25641,1602,229084
13,624001,25641,1602,229084
13,626003,25559,1597,229085
13,626003,25559,1597,229085
13,645005,24806,1550,229096
13,646987,24730,1545,229096
13,646987,24730,1545,229096
13,649008,24653,1540,229097
13,649008,24653,1540,229107
13,668003,23952,1497,229108
13,669989,23881,1492,229108
13,669989,23881,1492,229108
13,671987,23810,1488,229109
13,671987,23810,1488,229119
13,692012,23121,1445,229120
13,693993,23055,1440,229120
13,693993,23055,1440,229120
13,695985,22989,1436,229121
13,695985,22989,1436,229131
13,716012,22346,1396,229132
13,718004,22284,1392,229132
13,718004,22284,1392,229132
13,720007,22222,1388,229133
13,720007,22222,1388,229143
13,741015,21592,1349,229144
13,743011,21534,1345,229144
13,743011,21534,1345,229144
13,744983,21477,1342,229145
13,744983,21477,1342,229155
13,765001,20915,1307,229156
13,767018,20860,1303,229156
13,767018,20860,1303,229156
13,767018,20860,1303,229157
13,770008,20779,1298,229167
13,790983,20228,1264,229168
13,792982,20177,1261,229168
13,792982,20177,1261,229168
13,794992,20126,1257,229169
13,794992,20126,1257,229179
13,815993,19608,1225,229180
13,817996,19560,1222,229180
13,817996,19560,1222,229180
13,820008,19512,1219,229181
13,820008,19512,1219,229191
13,842017,19002,1187,229192
13,844015,18957,1184,229192
13,844015,18957,1184,229192
13,845979,18913,1182,229193
13,845979,18913,1182,229203
13,868008,18433,1152,229204
13,869991,18391,1149,229204
13,869991,18391,1149,229204
13,872981,18328,1145,229205
13,895005,17877,1117,229215
13,895005,17877,1117,229216
13,897012,17837,1114,229216
13,897012,17837,1114,229216
13,897012,17837,1114,229217
13,921978,17354,1084,229227
13,921978,17354,1084,229228
13,924001,17316,1082,229228
13,924001,17316,1082,229228
13,924001,17316,1082,229229
13,948992,16860,1053,229239
13,948992,16860,1053,229240
13,951022,16824,1051,229240
13,951022,16824,1051,229240
13,951022,16824,1051,229241
13,976980,16377,1023,229251
13,976980,16377,1023,229252
13,979012,16343,1021,229252
13,979012,16343,1021,229252
13,982017,16293,1018,229263
13,1005025,15920,995,229263
13,1005025,15920,995,229264
13,1006986,15889,993,229264
13,1006986,15889,993,229264
13,1006986,15889,993,229275
13,1032991,15489,968,229275
13,1032991,15489,968,229276
13,1036001,15444,965,229276
13,1036001,15444,965,229276
13,1036001,15444,965,229287
13,1061994,15066,941,229287
13,1061994,15066,941,229288
13,1065034,15023,938,229288
13,1065034,15023,938,229288
13,1067022,14995,937,229299
13,1091033,14665,916,229299
13,1091033,14665,916,229300
13,1094017,14625,914,229300
13,1094017,14625,914,229300
13,1095965,14599,912,229311
13,1120998,14273,892,229311
13,1120998,14273,892,229312
13,1122965,14248,890,229312
13,1122965,14248,890,229312
13,1122965,14248,890,229323
13,1150996,13901,868,229323
13,1150996,13901,868,229324
13,1152987,13877,867,229324
13,1152987,13877,867,229324
13,1152987,13877,867,229335
13,1180986,13548,846,229335
13,1180986,13548,846,229336
13,1182994,13525,845,229336
13,1182994,13525,845,229336
13,1182994,13525,845,229347
13,1211020,13212,825,229347
13,1211020,13212,825,229348
13,1213961,13180,823,229348
13,1213961,13180,823,229348
13,1215990,13158,822,229359
13,1242043,12882,805,229359
13,1242043,12882,805,229360
13,1245039,12851,803,229360
13,1245039,12851,803,229360
13,1246980,12831,801,229371
13,1272973,12569,785,229371
13,1272973,12569,785,229372
13,1276019,12539,783,229372
13,1276019,12539,783,229372
13,1304951,12261,766,229383
13,1304951,12261,766,229383
13,1304951,12261,766,229384
13,1306976,12242,765,229384
13,1306976,12242,765,229384
13,1336005,11976,748,229395
13,1336005,11976,748,229395
13,1336005,11976,748,229396
13,1339024,11949,746,229396
13,1339024,11949,746,229396
13,1367989,11696,731,229407
13,1367989,11696,731,229407
13,1367989,11696,731,229408
13,1371037,11670,729,229408
13,1371037,11670,729,229418
13,1401051,11420,713,229419
13,1401051,11420,713,229419
13,1401051,11420,713,229420
13,1404001,11396,712,229420
13,1404001,11396,712,229430
13,1433949,11158,697,229431
13,1433949,11158,697,229431
13,1433949,11158,697,229432
13,1436008,11142,696,229432
13,1436008,11142,696,229442
13,1466948,10907,681,229443
13,1466948,10907,681,229443
13,1466948,10907,681,229444
13,1470048,10884,680,229444
13,1470048,10884,680,229455
13,1499953,10667,666,229455
13,1499953,10667,666,229456
13,1503053,10645,665,229456
13,1503053,10645,665,229457
13,1506024,10624,664,229457
13,1534036,10430,651,229468
13,1536984,10410,650,229468
13,1536984,10410,650,229468
13,1539053,10396,649,229469
13,1539053,10396,649,229469
13,1570938,10185,636,229480
13,1570938,10185,636,229480
12,1570938,10185,636,229481
12,1572945,10172,635,229481
12,1572945,10172,635,229481
-4,1604975,9969,623,229492
-5,1604975,9969,623,229492
-5,1608040,9950,621,229493
-6,1608040,9950,621,229493
-6,1608040,9950,621,229494
-7,1610954,9932,620,229504
-23,1640016,9756,609,229505
-24,1642036,9744,609,229505
-25,1642036,9744,609,229505
-25,1645075,9726,607,229506
-26,1645075,9726,607,229516
-43,1676973,9541,596,229517
-44,1676973,9541,596,229517
-44,1676973,9541,596,229518
-45,1679966,9524,595,229518
-45,1679966,9524,595,229529
-63,1713062,9340,583,229529
-63,1713062,9340,583,229529
-64,1716002,9324,582,229530
-65,1716002,9324,582,229530
-65,1716002,9324,582,229541
-83,1748061,9153,572,229541
-84,1748061,9153,572,229542
-84,1750930,9138,571,229542
-85,1750930,9138,571,229542
-86,1754001,9122,570,229553
-104,1783922,8969,560,229554
-105,1786911,8954,559,229554
-105,1786911,8954,559,229554
-106,1786911,8954,559,229555
-107,1789909,8939,558,229565
-125,1822946,8777,548,229566
-126,1822946,8777,548,229566
-126,1822946,8777,548,229567
-127,1826067,8762,547,229567
-146,1855933,8621,538,229578
-146,1858952,8607,537,229578
-147,1858952,8607,537,229578
-148,1858952,8607,537,229579
-149,1863065,8588,536,229589
-168,1893043,8452,528,229590
-168,1895959,8439,527,229590
-169,1895959,8439,527,229591
-170,1899110,8425,526,229591
-171,1899110,8425,526,229602
-190,1933068,8277,517,229602
-191,1933068,8277,517,229602
-191,1933068,8277,517,229603
-192,1936108,8264,516,229603
-193,1936108,8264,516,229614
-213,1969958,8122,507,229614
-214,1969958,8122,507,229615
-214,1973116,8109,506,229615
-215,1973116,8109,506,229615
-216,1973116,8109,506,229626
-236,2008032,7968,498,229626
-237,2011061,7956,497,229627
-238,2011061,7956,497,229627
-238,2011061,7956,497,229628
-259,2046036,7820,488,229638
-260,2046036,7820,488,229639
-261,2048918,7809,488,229639
-261,2048918,7809,488,229639
-262,2048918,7809,488,229640
