Starting
Starting
Stepper Pin:14
1073494628
1073494292
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1968) wifi:Association refused temporarily, comeback time 299 mSec
E (2274) wifi:Association refused temporarily, comeback time 299 mSec
.E (2580) wifi:Association refused temporarily, comeback time 299 mSec
E (2885) wifi:Association refused temporarily, comeback time 299 mSec
E (3191) wifi:Association refused temporarily, comeback time 299 mSec
.E (3495) wifi:Association refused temporarily, comeback time 299 mSec
E (3801) wifi:Association refused temporarily, comeback time 299 mSec
E (4110) wifi:Association refused temporarily, comeback time 299 mSec
.E (4414) wifi:Association refused temporarily, comeback time 299 mSec
..Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -1990
HARD MAXIMUM LIMIT: 1625

TOTAL HARD RANGE: 
3615

0
0
setting CYCLE
duration different!
end
^,-1990,43,0.00,0,51971
^,-1989,43,0.00,0,51972
^,-1989,43,0.00,0,51974
^,-1989,43,0.00,0,51976
^,-1989,43,0.00,0,51978
^,-1989,43,0.00,0,51980
^,-1989,43,0.00,0,51982
^,-1989,43,0.00,0,51984
^,-1989,43,0.00,0,51986
^,-1989,43,0.00,0,51988
^,-1989,43,0.00,0,51990
^,-1989,43,0.00,0,51992
^,-1989,43,0.00,0,51994
^,-1988,43,0.00,0,51996
^,-1988,43,0.00,0,51998
^,-1988,43,0.00,0,52000
^,-1988,43,0.00,0,52002
^,-1988,43,0.00,0,52004
^,-1988,43,0.00,0,52006
^,-1988,43,0.00,0,52008
^,-1988,43,0.00,0,52010
^,-1988,43,0.00,0,52012
^,-1988,43,0.00,0,52014
^,-1988,43,0.00,0,52016
^,-1988,43,0.00,0,52018
^,-1987,43,0.00,0,52021
^,-1987,43,0.00,0,52022
^,-1987,43,0.00,0,52024
^,-1987,43,0.00,0,52026
^,-1987,43,0.00,0,52028
^,-1987,43,0.00,0,52030
^,-1987,43,0.00,0,52032
^,-1987,43,0.00,0,52034
^,-1987,43,0.00,0,52036
^,-1987,43,0.00,0,52038
^,-1987,43,0.00,0,52040
^,-1986,43,0.01,0,52042
^,-1986,43,0.01,0,52044
^,-1986,43,0.01,0,52046
^,-1986,43,0.01,0,52048
^,-1986,43,0.01,0,52050
^,-1986,43,0.01,0,52052
^,-1986,43,0.01,0,52054
^,-1986,43,0.01,0,52056
^,-1986,43,0.01,0,52059
^,-1986,43,0.01,0,52061
^,-1986,43,0.01,0,52062
^,-1986,43,0.01,0,52065
^,-1985,43,0.01,0,52066
^,-1985,43,0.01,0,52068
^,-1985,43,0.01,0,52070
^,-1985,43,0.01,0,52072
^,-1985,44,0.01,0,52074
^,-1985,46,0.01,0,52076
^,-1985,48,0.01,0,52078
^,-1985,49,0.01,0,52080
^,-1985,51,0.01,0,52082
^,-1985,53,0.01,0,52084
^,-1985,55,0.01,0,52086
^,-1985,57,0.01,0,52088
^,-1984,59,0.01,0,52090
^,-1984,61,0.01,0,52092
^,-1984,63,0.01,0,52094
^,-1984,65,0.02,0,52096
^,-1984,67,0.02,0,52098
^,-1984,69,0.02,0,52100
^,-1984,71,0.02,0,52102
^,-1984,73,0.02,0,52104
^,-1984,75,0.02,0,52106
^,-1984,77,0.02,0,52108
^,-1984,79,0.02,0,52110
^,-1983,82,0.02,0,52112
^,-1983,84,0.02,0,52114
^,-1983,86,0.02,0,52116
^,-1983,89,0.02,0,52118
^,-1983,91,0.02,0,52120
^,-1983,93,0.02,0,52122
^,-1983,96,0.02,0,52124
^,-1983,98,0.02,0,52126
^,-1983,101,0.02,0,52128
^,-1982,103,0.02,0,52130
^,-1982,106,0.02,0,52132
^,-1982,108,0.03,0,52134
^,-1982,111,0.03,0,52136
^,-1982,114,0.03,0,52138
^,-1982,116,0.03,0,52140
^,-1981,133,0.03,0,52152
^,-1981,136,0.03,0,52154
^,-1980,139,0.03,0,52156
^,-1980,142,0.03,0,52158
^,-1980,145,0.03,0,52160
^,-1980,148,0.03,0,52162
^,-1979,151,0.04,0,52164
^,-1979,154,0.04,0,52166
^,-1979,157,0.04,0,52168
^,-1979,160,0.04,0,52170
^,-1979,163,0.04,0,52172
^,-1978,167,0.04,0,52174
^,-1978,170,0.04,0,52176
^,-1978,173,0.04,0,52178
^,-1978,176,0.04,0,52180
^,-1977,180,0.04,0,52182
^,-1977,183,0.04,0,52184
^,-1977,186,0.04,0,52186
^,-1977,190,0.04,0,52188
^,-1976,193,0.05,0,52190
^,-1976,197,0.05,0,52192
^,-1976,200,0.05,0,52194
^,-1975,204,0.05,0,52196
^,-1975,207,0.05,0,52198
^,-1975,211,0.05,0,52200
^,-1974,215,0.05,0,52202
^,-1974,218,0.05,0,52204
^,-1974,222,0.05,0,52206
^,-1973,226,0.05,0,52208
^,-1973,229,0.05,0,52210
^,-1973,233,0.05,0,52212
^,-1972,237,0.06,0,52214
^,-1972,241,0.06,0,52216
^,-1971,245,0.06,0,52218
^,-1971,248,0.06,0,52220
^,-1971,252,0.06,0,52222
^,-1970,256,0.06,0,52224
^,-1970,260,0.06,0,52226
^,-1969,264,0.06,0,52228
^,-1969,268,0.06,0,52230
^,-1968,272,0.06,0,52232
^,-1968,277,0.06,0,52234
^,-1968,281,0.07,0,52236
^,-1967,285,0.07,0,52238
^,-1967,289,0.07,0,52240
^,-1966,293,0.07,0,52242
^,-1966,297,0.07,0,52244
^,-1965,302,0.07,0,52246
^,-1965,306,0.07,0,52248
^,-1964,310,0.07,0,52250
^,-1964,315,0.07,0,52252
^,-1963,319,0.07,0,52254
^,-1962,324,0.08,0,52256
^,-1962,328,0.08,0,52258
^,-1961,332,0.08,0,52260
^,-1961,337,0.08,0,52263
^,-1960,341,0.08,0,52264
^,-1957,369,0.09,0,52276
^,-1956,374,0.09,0,52278
^,-1955,379,0.09,0,52280
^,-1955,384,0.09,0,52282
^,-1954,388,0.09,0,52284
^,-1953,393,0.09,0,52286
^,-1953,398,0.09,0,52288
^,-1952,403,0.09,0,52290
^,-1951,408,0.10,0,52292
^,-1951,413,0.10,0,52294
^,-1950,418,0.10,0,52296
^,-1949,423,0.10,0,52298
^,-1949,428,0.10,0,52300
^,-1948,433,0.10,0,52302
^,-1947,438,0.10,0,52304
^,-1946,443,0.10,0,52306
^,-1946,449,0.11,0,52308
^,-1945,454,0.11,0,52310
^,-1944,459,0.11,0,52312
^,-1943,464,0.11,0,52314
^,-1943,470,0.11,0,52316
^,-1942,475,0.11,0,52318
^,-1941,480,0.11,0,52320
^,-1940,486,0.11,0,52322
^,-1939,491,0.11,0,52324
^,-1938,496,0.12,0,52326
^,-1937,502,0.12,0,52328
^,-1937,507,0.12,0,52330
^,-1936,513,0.12,0,52332
^,-1935,518,0.12,0,52334
^,-1934,524,0.12,0,52336
^,-1933,530,0.12,0,52338
^,-1932,535,0.13,0,52340
^,-1931,541,0.13,0,52342
^,-1930,546,0.13,0,52344
^,-1929,552,0.13,0,52346
^,-1928,558,0.13,0,52348
^,-1927,564,0.13,0,52350
^,-1926,569,0.13,0,52352
^,-1925,575,0.13,0,52354
^,-1924,581,0.14,0,52356
^,-1923,587,0.14,0,52358
^,-1922,593,0.14,0,52360
^,-1921,599,0.14,0,52362
^,-1920,605,0.14,0,52365
^,-1919,611,0.14,0,52366
^,-1918,617,0.14,0,52368
^,-1917,623,0.15,0,52371
^,-1916,629,0.15,0,52372
^,-1914,635,0.15,0,52374
^,-1913,641,0.15,0,52376
^,-1912,647,0.15,0,52378
^,-1911,653,0.15,0,52380
^,-1910,659,0.15,0,52382
^,-1909,666,0.16,0,52384
^,-1907,672,0.16,0,52386
^,-1900,710,0.17,0,52398
^,-1899,716,0.17,0,52400
^,-1897,723,0.17,0,52402
^,-1896,729,0.17,0,52404
^,-1895,736,0.17,0,52406
^,-1893,742,0.17,0,52408
^,-1892,749,0.18,0,52410
^,-1891,755,0.18,0,52412
^,-1889,762,0.18,0,52414
^,-1888,769,0.18,0,52416
^,-1887,775,0.18,0,52418
^,-1885,782,0.18,0,52420
^,-1884,789,0.18,0,52422
^,-1882,796,0.19,0,52424
^,-1881,802,0.19,0,52426
^,-1879,809,0.19,0,52428
^,-1878,816,0.19,0,52430
^,-1877,823,0.19,0,52432
^,-1875,830,0.19,0,52434
^,-1874,836,0.20,0,52436
^,-1872,843,0.20,0,52438
^,-1870,850,0.20,0,52440
^,-1869,857,0.20,0,52442
^,-1867,864,0.20,0,52444
^,-1866,871,0.20,0,52446
^,-1864,878,0.21,0,52448
^,-1862,885,0.21,0,52450
^,-1861,893,0.21,0,52452
^,-1859,900,0.21,0,52454
^,-1858,907,0.21,0,52456
^,-1856,914,0.21,0,52458
^,-1854,921,0.22,0,52460
^,-1853,928,0.22,0,52462
^,-1851,936,0.22,0,52464
^,-1849,943,0.22,0,52466
^,-1847,950,0.22,0,52468
^,-1846,958,0.22,0,52470
^,-1844,965,0.23,0,52472
^,-1842,972,0.23,0,52474
^,-1840,980,0.23,0,52476
^,-1838,987,0.23,0,52478
^,-1837,994,0.23,0,52480
^,-1835,1002,0.23,0,52482
^,-1833,1009,0.24,0,52484
^,-1831,1017,0.24,0,52486
^,-1829,1024,0.24,0,52488
^,-1827,1032,0.24,0,52490
^,-1825,1040,0.24,0,52492
^,-1823,1047,0.25,0,52494
^,-1821,1055,0.25,0,52496
^,-1820,1063,0.25,0,52498
^,-1818,1070,0.25,0,52500
^,-1805,1117,0.26,0,52512
^,-1803,1125,0.26,0,52514
^,-1801,1133,0.27,0,52516
^,-1799,1140,0.27,0,52518
^,-1797,1148,0.27,0,52520
^,-1795,1156,0.27,0,52522
^,-1793,1164,0.27,0,52524
^,-1791,1172,0.27,0,52526
^,-1789,1180,0.28,0,52528
^,-1786,1188,0.28,0,52530
^,-1784,1196,0.28,0,52532
^,-1782,1204,0.28,0,52534
^,-1780,1212,0.28,0,52536
^,-1778,1221,0.29,0,52538
^,-1775,1229,0.29,0,52540
^,-1773,1237,0.29,0,52542
^,-1771,1245,0.29,0,52544
^,-1768,1253,0.29,0,52546
^,-1766,1262,0.30,0,52548
^,-1764,1270,0.30,0,52550
^,-1761,1278,0.30,0,52552
^,-1759,1286,0.30,0,52554
^,-1757,1295,0.30,0,52556
^,-1754,1303,0.31,0,52558
^,-1752,1311,0.31,0,52560
^,-1749,1320,0.31,0,52562
^,-1747,1328,0.31,0,52564
^,-1744,1337,0.31,0,52566
^,-1742,1345,0.31,0,52568
^,-1739,1354,0.32,0,52570
^,-1737,1362,0.32,0,52572
^,-1734,1371,0.32,0,52574
