Starting
Starting
Stepper Pin:14
1073494564
1073494228
    F_CPU=240000000
    TICKS_PER_S=16000000
.E (1824) wifi:Association refused temporarily, comeback time 299 mSec
E (2132) wifi:Association refused temporarily, comeback time 299 mSec
.E (2436) wifi:Association refused temporarily, comeback time 299 mSec
E (2740) wifi:Association refused temporarily, comeback time 299 mSec
E (3044) wifi:Association refused temporarily, comeback time 299 mSec
.E (3350) wifi:Association refused temporarily, comeback time 299 mSec
E (3654) wifi:Association refused temporarily, comeback time 299 mSec
E (3958) wifi:Association refused temporarily, comeback time 299 mSec
.E (4262) wifi:Association refused temporarily, comeback time 299 mSec
.Connected to Wifi, Connecting to server.
Connected!

HARD MINIMUM LIMIT: -55
HARD MAXIMUM LIMIT: 3573

TOTAL HARD RANGE: 
3628

targetPosition
3573
Creating move ---------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------
-55,50000,56343
-55,50000,56365
-55,50000,56365
-55,50000,56366
-54,50000,56376
-54,50000,56377
-54,50000,56377
-54,50000,56377
-54,50000,56377
-54,50000,56378
-54,50000,56378
-54,50000,56378
-54,50000,56379
-53,50000,56389
-53,50000,56389
-53,50000,56390
-53,50000,56390
-53,50000,56390
-53,50000,56391
-53,50000,56391
-53,50000,56391
-53,50000,56392
-53,50000,56392
-53,50000,56402
-53,50000,56403
-53,50000,56403
-53,50000,56403
-53,50000,56404
-53,50000,56404
-53,50000,56404
-53,50000,56405
-53,50000,56405
-52,50000,56415
-52,50000,56416
-52,50000,56416
-52,50000,56416
-52,50000,56417
-52,50000,56417
-52,50000,56417
-52,50000,56417
-52,50000,56418
-52,50000,56428
-51,50000,56429
-51,50000,56429
-51,50000,56429
-51,50000,56430
-51,50000,56430
-51,50000,56430
-51,50000,56430
-51,50000,56431
-51,50000,56431
-51,50000,56442
-51,50000,56442
-51,50000,56442
-51,50000,56442
-51,50000,56443
-51,50000,56443
-51,50000,56443
-51,50000,56444
-51,50000,56444
-50,51000,56455
-50,51000,56455
-50,51000,56455
-50,51000,56455
-50,52000,56456
-50,52000,56456
-50,52000,56456
-50,53000,56457
-50,53000,56457
-50,53000,56457
-50,66000,56468
-50,66000,56468
-50,66000,56468
-49,67000,56469
-49,67000,56469
-49,67000,56469
-49,69000,56470
-49,69000,56470
-49,69000,56470
-49,84000,56481
-49,84000,56481
-49,84000,56481
-49,85000,56482
-49,85000,56482
-49,85000,56482
-49,87000,56483
-49,87000,56483
-49,88000,56484
-49,88000,56484
-48,103000,56494
-48,105000,56495
-48,105000,56495
-48,105000,56495
-48,106000,56496
-48,106000,56496
-48,106000,56496
-48,108000,56497
-48,108000,56497
-47,125000,56507
-47,127000,56508
-47,127000,56508
-47,127000,56508
-47,128000,56509
-47,128000,56509
-47,128000,56509
-47,130000,56510
-46,148000,56520
-46,148000,56520
-46,150000,56521
-46,150000,56521
-46,150000,56521
-46,152000,56522
-46,152000,56522
-46,152000,56522
-46,154000,56523
-45,174000,56533
-45,174000,56533
-45,176000,56534
-45,176000,56534
-45,176000,56534
-45,177999,56535
-45,177999,56535
-45,177999,56535
-45,180000,56536
-43,202000,56546
-43,202000,56546
-43,204001,56547
-43,204001,56547
-43,204001,56547
-43,206000,56548
-43,206000,56548
-43,206000,56548
-43,208000,56549
-41,231000,56559
-41,231000,56559
-41,234000,56560
-41,234000,56560
-41,234000,56560
-41,235999,56561
-41,235999,56561
-41,235999,56561
-41,238000,56562
-39,262998,56572
-39,262998,56572
-39,265002,56573
-39,265002,56573
-39,265002,56573
-39,268002,56574
-39,268002,56574
-39,268002,56574
-36,296000,56585
-36,296000,56585
-36,296000,56585
-36,298998,56586
-36,298998,56586
-36,298998,56586
-36,302001,56587
-36,302001,56587
-36,302001,56587
-33,331998,56598
-33,331998,56598
-33,331998,56598
-33,335001,56599
-33,335001,56599
-33,335001,56599
-33,338002,56600
-33,338002,56600
-33,338002,56600
-30,369004,56611
-30,369004,56611
-30,369004,56611
-29,371998,56612
-29,371998,56612
-29,371998,56612
-29,371998,56612
-29,374997,56613
-26,405999,56623
-26,408998,56624
-26,408998,56624
-25,408998,56624
-25,408998,56624
-25,411999,56625
-25,411999,56625
-25,411999,56625
-25,415002,56626
-21,447002,56636
-21,449994,56637
-21,449994,56637
-21,449994,56637
-21,449994,56637
-21,453001,56638
-21,453001,56638
-20,453001,56638
-20,456999,56639
-16,490001,56649
-16,493005,56650
-16,493005,56650
-16,493005,56650
-16,497002,56651
-16,497002,56651
-16,497002,56651
-15,500000,56652
-15,500000,56652
-11,534992,56662
-11,537996,56663
-11,537996,56663
-10,537996,56663
